row_label_raw,row_label_full,col_0,Năm nay,Ngân VNDNăm trước,numeric__Năm nay,numeric__Ngân VNDNăm trước
Giá vốn bán bò,Giá vốn bán bò,Giá vốn bán bò,3.025.303.851,1.798.098.921,3025303851.0,1798098921.0
Giá vốn hàng hóa,Giá vốn hàng hóa,Giá vốn hàng hóa,644.204.460,518.873.603,644204460.0,518873603.0
Giá vốn hoạt động chuyển nhượng bất động sản,Giá vốn hoạt động chuyển nhượng bất động sản,Giá vốn hoạt động chuyển nhượng bất động sản,328.544.677,-,328544677.0,
Giá vốn của các sản phẩm ngành đường,Giá vốn của các sản phẩm ngành đường,Giá vốn của các sản phẩm ngành đường,326.964.951,501.695.563,326964951.0,501695563.0
Giá vốn dịch vụ cho thuê,Giá vốn dịch vụ cho thuê,Giá vốn dịch vụ cho thuê,151.360.667,8.716.248,151360667.0,8716248.0
Giá vốn dịch vụ khác,Giá vốn dịch vụ khác,Giá vốn dịch vụ khác,310.246.492,191.055.334,310246492.0,191055334.0
Giá vốn căn hộ,Giá vốn căn hộ,Giá vốn căn hộ,184.114.451,161.652.655,184114451.0,161652655.0
Giá vốn bán bắp,Giá vốn bán bắp,Giá vốn bán bắp,66.657.192,127.610.998,66657192.0,127610998.0
Giá vốn mũ cao su,Giá vốn mũ cao su,Giá vốn mũ cao su,142.773.735,191.251.156,142773735.0,191251156.0
Giá vốn của các hợp đồng xây dựng,Giá vốn của các hợp đồng xây dựng,Giá vốn của các hợp đồng xây dựng,185.600.840,799.970.554,185600840.0,799970554.0
Giá vốn bất động sản đầu tư,Giá vốn bất động sản đầu tư,Giá vốn bất động sản đầu tư,64.867.426,99.095.539,64867426.0,99095539.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,5.430.638.742,4.398.020.571,5430638742.0,4398020571.0
