row_label_raw,row_label_full,col_0,Số liệu đã trìnhbảy trước đây,Điều chỉnh lại,Phân loại lại,Ngàn VNDSố liệu sautrình bày lại,numeric__Số liệu đã trìnhbảy trước đây,numeric__Điều chỉnh lại,numeric__Phân loại lại,numeric__Ngàn VNDSố liệu sautrình bày lại
Bảng cân đối kế toán tại ngày 31 tháng 12 năm 2015,Bảng cân đối kế toán tại ngày 31 tháng 12 năm 2015,Bảng cân đối kế toán tại ngày 31 tháng 12 năm 2015,Bảng cân đối kế toán tại ngày 31 tháng 12 năm 2015,Bảng cân đối kế toán tại ngày 31 tháng 12 năm 2015,Bảng cân đối kế toán tại ngày 31 tháng 12 năm 2015,Bảng cân đối kế toán tại ngày 31 tháng 12 năm 2015,,,,
Lợi thể thương mại,Bảng cân đối kế toán tại ngày 31 tháng 12 năm 2015 > Lợi thể thương mại,Lợi thể thương mại,474.510.195,598.980.851,-,1.073.491.046,474510195.0,598980851.0,,1073491046.0
Chi phí xây dựng cơbản dở dang,Bảng cân đối kế toán tại ngày 31 tháng 12 năm 2015 > Chi phí xây dựng cơbản dở dang,Chi phí xây dựng cơbản dở dang,21.458.876.315,(1.011.441.179),(1.258.754.276),19.188.680.860,21458876315.0,-1011441179.0,-1258754276.0,19188680860.0
Tài sản cố định vô hình,Bảng cân đối kế toán tại ngày 31 tháng 12 năm 2015 > Tài sản cố định vô hình,Tài sản cố định vô hình,146.580.676,-,1.258.754.276,1.405.334.952,146580676.0,,1258754276.0,1405334952.0
Thuế TNDN hoãn lạiphải trả,Bảng cân đối kế toán tại ngày 31 tháng 12 năm 2015 > Thuế TNDN hoãn lạiphải trả,Thuế TNDN hoãn lạiphải trả,395.127.749,(202.288.236),-,192.839.513,395127749.0,-202288236.0,,192839513.0
Lợi ích cố đông khôngkiểm soát,Bảng cân đối kế toán tại ngày 31 tháng 12 năm 2015 > Lợi ích cố đông khôngkiểm soát,Lợi ích cố đông khôngkiểm soát,1.968.772.863,(210.172.092),-,1.758.600.771,1968772863.0,-210172092.0,,1758600771.0
