row_label_raw,row_label_full,Tên ngân hàng,Số cuối năm,Thời hạn thanh toán và ngày đáo hạn,Lãi suất,"Tài sản thế chấp(TM số 5, 10, 11, 12, 13 và 14)",numeric__Số cuối năm,numeric__Thời hạn thanh toán và ngày đáo hạn,numeric__Lãi suất,"numeric__Tài sản thế chấp(TM số 5, 10, 11, 12, 13 và 14)"
,,,Ngàn VND,,,,,,,
"BIDV, Chi nhánh Gia Lai (tiếp theo)","BIDV, Chi nhánh Gia Lai (tiếp theo)","BIDV, Chi nhánh Gia Lai (tiếp theo)","BIDV, Chi nhánh Gia Lai (tiếp theo)","BIDV, Chi nhánh Gia Lai (tiếp theo)","BIDV, Chi nhánh Gia Lai (tiếp theo)","BIDV, Chi nhánh Gia Lai (tiếp theo)",,,,
Khoản vay 3,"BIDV, Chi nhánh Gia Lai (tiếp theo) > Khoản vay 3",Khoản vay 3,225.859.830,Từ tháng 4 năm 2017 đến tháng 4 năm 2022,"Lãi suất bán vốn nội bộ kỳ hạn lớn hơn 12 tháng do BIDV thông báo + 3,2%/năm (2016: 9,5 - 11,5%/năm)","Tài sản hình thành tử vốn vay, dự án chăn nuôi bò thịt tại Tĩnh Gia Lai của Công ty Cổ phần Bò sửa Tây Nguyên (""BSTN"")",225859830.0,,,
Khoản vay 4,"BIDV, Chi nhánh Gia Lai (tiếp theo) > Khoản vay 4",Khoản vay 4,79.544.318,Từ ngày 4 tháng 5 năm 2017 đến ngày 4 tháng 5 năm 2022,"Lãi suất bán vốn nội bộ kỳ hạn lớn hơn 12 tháng do BIDV thông báo + 3,2%/năm (2016: 10,65 - 11,65%/năm)","Tài sản hình thành tử vốn vay, dự án chăn nuôi bò tại Gia Lai của BSTN",79544318.0,,,
Khoản vay 5,"BIDV, Chi nhánh Gia Lai (tiếp theo) > Khoản vay 5",Khoản vay 5,65.968.272,Từ ngày 5 tháng 12 năm 2017 đến ngày 5 tháng 12 năm 2022,"Lãi suất tiết kiệm kỳ hạn 12 tháng + 3%/năm nhưng không thấp hơn tại thời điểm cho vay, điều chỉnh 3 tháng 1 lần (2016: 9,65%/năm)","Tài sản hình thành tử vốn vay, dự án chăn nuôi bò tại Xã Ia Băng, Tĩnh Gia Lai của BSTN",65968272.0,,,
