row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm(Trình bày lại - Thuyết minh số 40),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại - Thuyết minh số 40)
100,100,100,A. TÀI SẢN NGĂN HẠN,,9.394.220.363,13.215.916.673,,,9394220363.0,13215916673.0
110,110,110,I. Tiền,5,791.208.293,967.966.695,,5.0,791208293.0,967966695.0
111,111,111,1. Tiền,,791.208.293,967.966.695,,,791208293.0,967966695.0
130,130,130,II. Các khoản phải thu ngắn hạn,,6.768.206.227,8.469.868.136,,,6768206227.0,8469868136.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6,1.772.653.862,1.607.110.089,,6.0,1772653862.0,1607110089.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7,1.316.838.516,1.661.082.955,,7.0,1316838516.0,1661082955.0
135,135,135,3. Phải thu về cho vay ngắn hạn,8,2.034.357.256,3.699.988.122,,8.0,2034357256.0,3699988122.0
136,136,136,4. Phải thu ngắn hạn khác,9,1.672.681.113,1.511.776.819,,9.0,1672681113.0,1511776819.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,6,(28.324.520),(10.089.849),,6.0,-28324520.0,-10089849.0
140,140,140,III. Hàng tồn kho,10,1.789.466.577,3.646.452.010,,10.0,1789466577.0,3646452010.0
141,141,141,1. Hàng tồn kho,,1.822.154.682,3.651.634.817,,,1822154682.0,3651634817.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(32.688.105),(5.182.807),,,-32688105.0,-5182807.0
150,150,150,IV. Tài sản ngắn hạn khác,,45.339.266,131.629.832,,,45339266.0,131629832.0
151,151,151,1. Chi phí trả trước ngắn hạn,,7.961.305,13.427.321,,,7961305.0,13427321.0
152,152,152,2. Thuế GTGT được khấu trừ,,26.318.790,33.767.746,,,26318790.0,33767746.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,22,11.059.171,2.238.777,,22.0,11059171.0,2238777.0
155,155,155,4. Tài sản ngắn hạn khác,,-,82.195.988,,,,82195988.0
200,200,200,B. TÀI SẢN DÀI HẠN,,43.369.249.238,35.600.011.677,,,43369249238.0,35600011677.0
210,210,210,I. Các khoản phải thu dài hạn,,6.350.659.266,6.141.903.570,,,6350659266.0,6141903570.0
215,215,215,1. Phải thu về cho vay dài hạn,8,5.717.370.743,6.062.008.291,,8.0,5717370743.0,6062008291.0
216,216,216,2. Phải thu dài hạn khác,9,633.288.523,79.895.279,,9.0,633288523.0,79895279.0
220,220,220,II. Tài sản cố định,,10.017.094.697,7.546.496.433,,,10017094697.0,7546496433.0
221,221,221,1. Tài sản cố định hữu hình,11,8.664.993.197,6.176.778.419,,11.0,8664993197.0,6176778419.0
222,222,222,Nguyên giá,,10.076.814.951,7.116.522.216,,,10076814951.0,7116522216.0
223,223,223,Giá trị hao mòn lũy kế,,(1.411.821.754),(939.743.797),,,-1411821754.0,-939743797.0
227,227,227,2. Tài sản cố định vô hình,12,1.352.101.500,1.369.718.014,,12.0,1352101500.0,1369718014.0
228,228,228,Nguyên giá,,1.429.539.847,1.405.334.952,,,1429539847.0,1405334952.0
229,229,229,Giá trị hao mòn lũy kế,,(77.438.347),(35.616.938),,,-77438347.0,-35616938.0
230,230,230,III. Bất động sản đầu tư,13,3.510.539.222,81.725.494,,13.0,3510539222.0,81725494.0
231,231,231,1. Nguyên giá,,3.567.861.308,84.074.852,,,3567861308.0,84074852.0
232,232,232,2. Giá trị hao mòn lũy kế,,(57.322.086),(2.349.358),,,-57322086.0,-2349358.0
240,240,240,IV. Tài sản dở dang dài hạn,,17.983.864.412,19.188.680.860,,,17983864412.0,19188680860.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,14,17.983.864.412,19.188.680.860,,14.0,17983864412.0,19188680860.0
250,250,250,V. Đầu tư tài chính dài hạn,,877.887.933,328.257.789,,,877887933.0,328257789.0
252,252,252,1. Đầu tư vào các công ty liên kết,16,865.766.030,252.299.640,,16.0,865766030.0,252299640.0
253,253,253,2. Đầu tư góp vốn vào các đơn vị khác,17,12.101.903,75.938.149,,17.0,12101903.0,75938149.0
255,255,255,3. Đầu tư nắm giữ đến ngày đáo hạn,,20.000,20.000,,,20000.0,20000.0
260,260,260,VI. Tài sản dài hạn khác,,4.629.203.708,2.312.947.531,,,4629203708.0,2312947531.0
261,261,261,1. Chi phí trả trước dài hạn,18,1.497.175.881,1.156.515.098,,18.0,1497175881.0,1156515098.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,35.3,91.119.227,82.941.387,,353.0,91119227.0,82941387.0
269,269,269,3. Lợi thế thương mại,19,3.040.908.600,1.073.491.046,,19.0,3040908600.0,1073491046.0
270,270,270,TỔNG CỘNG TÀI SẢN,,52.763.469.601,48.815.928.350,,,52763469601.0,48815928350.0
