row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm(Trình bày lại - Thuyết minh số 40),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại - Thuyết minh số 40)
300,300,300,C. NỘ PHẢI TRẢ,,36.092.409.291,32.760.380.160,,,36092409291.0,32760380160.0
310,310,310,I. Nợ ngắn hạn,,12.726.074.032,13.212.975.900,,,12726074032.0,13212975900.0
311,311,311,1. Phải trả người bán ngắn hạn,20,1.319.409.776,1.123.648.086,,20.0,1319409776.0,1123648086.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,21,3.546.000.509,1.438.433.801,,21.0,3546000509.0,1438433801.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,22,195.748.396,275.400.876,,22.0,195748396.0,275400876.0
314,314,314,4. Phải trả người lao động,,74.235.298,46.519.890,,,74235298.0,46519890.0
315,315,315,5. Chi phí phải trả ngắn hạn,23,846.456.575,809.388.331,,23.0,846456575.0,809388331.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,6.760.210,-,,,6760210.0,
319,319,319,7. Phải trả ngắn hạn khác,24,1.535.617.649,1.217.547.588,,24.0,1535617649.0,1217547588.0
320,320,320,8. Vay ngắn hạn,25,5.197.619.996,8.297.755.147,,25.0,5197619996.0,8297755147.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",,4.225.623,4.282.181,,,4225623.0,4282181.0
330,330,330,II. Nợ dài hạn,,23.366.335.259,19.547.404.260,,,23366335259.0,19547404260.0
333,333,333,1. Chi phí phải trả dài hạn,,4.222.541,-,,,4222541.0,
337,337,337,2. Phải trả dài hạn khác,24,1.374.575.760,546.724.865,,24.0,1374575760.0,546724865.0
338,338,338,3. Vay dài hạn,25,21.444.223.544,18.801.459.914,,25.0,21444223544.0,18801459914.0
341,341,341,4. Thuế thu nhập hoãn lại phải trả,35.3,265.918.989,192.839.513,,353.0,265918989.0,192839513.0
342,342,342,5. Dự phòng phải trả dài hạn,26,277.394.425,6.379.968,,26.0,277394425.0,6379968.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,16.671.060.310,16.055.548.190,,,16671060310.0,16055548190.0
410,410,410,I. Vốn chủ sở hữu,,16.671.060.310,16.055.548.190,,,16671060310.0,16055548190.0
411,411,411,1. Vốn cổ phần,27.1,7.899.679.470,7.899.679.470,,271.0,7899679470.0,7899679470.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,7.899.679.470,7.899.679.470,,,7899679470.0,7899679470.0
412,412,412,2. Thặng dư vốn cổ phần,27.1,3.539.078.784,3.539.078.784,,271.0,3539078784.0,3539078784.0
415,415,415,3. Cổ phiếu quỹ,27.1,(686.640),(686.640),,271.0,-686640.0,-686640.0
417,417,417,4. Chênh lệch tỷ giả hối đoái,27.1,650.139.359,555.077.253,,271.0,650139359.0,555077253.0
418,418,418,5. Quỹ đầu tư phát triển,27.1,279.895.303,279.895.303,,271.0,279895303.0,279895303.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,27.1,1.412.441.015,2.023.903.249,,271.0,1412441015.0,2023903249.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,2.527.805.613,1.570.546.874,,,2527805613.0,1570546874.0
421b,421b,421b,- (Lỗ lũy kế) lợi nhuận sau thuế chưa phân phối năm nay,,(1.115.364.598),453.356.375,,,-1115364598.0,453356375.0
429,429,429,7. Lợi ích cổ đông không kiểm soát,28,2.890.513.019,1.758.600.771,,28.0,2890513019.0,1758600771.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,52.763.469.601,48.815.928.350,,,52763469601.0,48815928350.0
