row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.672.681.113,1.511.776.819,1672681113.0,1511776819.0
Lãi cho vay các công ty,Lãi cho vay các công ty,Lãi cho vay các công ty,1.243.347.511,896.888.290,1243347511.0,896888290.0
Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,51.578.038,216.180.954,51578038.0,216180954.0
Các khoản ký quỹ ngắn hạn,Các khoản ký quỹ ngắn hạn,Các khoản ký quỹ ngắn hạn,44.289.460,1.144.114,44289460.0,1144114.0
Lãi cho vay nhân viên,Lãi cho vay nhân viên,Lãi cho vay nhân viên,19.076.113,24.799.150,19076113.0,24799150.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,314.389.991,372.764.311,314389991.0,372764311.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn các bên liên quan (TM số 36),Trong đó: > Phải thu ngắn hạn các bên liên quan (TM số 36),Phải thu ngắn hạn các bên liên quan (TM số 36),1.381.308.662,991.000.699,1381308662.0,991000699.0
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,291.372.451,520.776.120,291372451.0,520776120.0
Dài hạn,Trong đó: > Dài hạn,Dài hạn,633.288.523,79.895.279,633288523.0,79895279.0
Cho mượn các công ty,Trong đó: > Cho mượn các công ty,Cho mượn các công ty,397.983.108,-,397983108.0,
Phải thu Hợp đồng hợp tác kinh doanh (*),Trong đó: > Phải thu Hợp đồng hợp tác kinh doanh (*),Phải thu Hợp đồng hợp tác kinh doanh (*),132.347.166,-,132347166.0,
Lãi cho vay các công ty,Trong đó: > Lãi cho vay các công ty,Lãi cho vay các công ty,81.356.191,23.349.092,81356191.0,23349092.0
Các khoản ký quỹ dài hạn,Trong đó: > Các khoản ký quỹ dài hạn,Các khoản ký quỹ dài hạn,20.931.632,18.174.130,20931632.0,18174130.0
Phải thu dài hạn khác,Trong đó: > Phải thu dài hạn khác,Phải thu dài hạn khác,670.426,38.372.057,670426.0,38372057.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu dài hạn các bên liên quan (TM số 36),Trong đó: > Phải thu dài hạn các bên liên quan (TM số 36),Phải thu dài hạn các bên liên quan (TM số 36),588.990.280,-,588990280.0,
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,44.298.243,79.895.279,44298243.0,79895279.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,2.305.969.636,1.591.672.098,2305969636.0,1591672098.0
