row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
"Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang",1.403.667.094,2.428.332.779,1403667094.0,2428332779.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Hoạt động xây dựng,Trong đó: > Hoạt động xây dựng,Hoạt động xây dựng,601.329.775,516.598.857,601329775.0,516598857.0
Chi phí nuôi bỏ thịt (i),Trong đó: > Chi phí nuôi bỏ thịt (i),Chi phí nuôi bỏ thịt (i),419.894.535,1.389.087.259,419894535.0,1389087259.0
Hoạt động sản xuất,Trong đó: > Hoạt động sản xuất,Hoạt động sản xuất,381.653.599,521.785.649,381653599.0,521785649.0
Cung cấp dịch vụ,Trong đó: > Cung cấp dịch vụ,Cung cấp dịch vụ,789.185,861.014,789185.0,861014.0
Chi phí các căn hộ xây đề bán (ii),Trong đó: > Chi phí các căn hộ xây đề bán (ii),Chi phí các căn hộ xây đề bán (ii),134.333.625,644.705.652,134333625.0,644705652.0
Nguyên vật liệu,Trong đó: > Nguyên vật liệu,Nguyên vật liệu,160.086.800,470.738.184,160086800.0,470738184.0
"Công cụ, dụng cụ","Trong đó: > Công cụ, dụng cụ","Công cụ, dụng cụ",70.023.675,17.666.745,70023675.0,17666745.0
Thành phẩm,Trong đó: > Thành phẩm,Thành phẩm,29.303.407,38.557.275,29303407.0,38557275.0
Vật liệu xây dựng,Trong đó: > Vật liệu xây dựng,Vật liệu xây dựng,15.206.574,41.367.158,15206574.0,41367158.0
Hàng hóa,Trong đó: > Hàng hóa,Hàng hóa,9.533.507,10.267.024,9533507.0,10267024.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,1.822.154.682,3.651.634.817,1822154682.0,3651634817.0
Dự phòng giảm giá hàng tồn kho,Trong đó: > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,(32.688.105),(5.182.807),-32688105.0,-5182807.0
GIÁ TRỊ THUÀN,Trong đó: > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,1.789.466.577,3.646.452.010,1789466577.0,3646452010.0
