row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2022 VND,1/1/2022 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2022 VND,numeric__1/1/2022 VND
Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),200,,6.378.672.758.895,6.788.445.799.447,200.0,,6378672758895.0,6788445799447.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,799.932.824.894,799.932.824.894,210.0,,799932824894.0,799932824894.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,9,799.932.824.894,799.932.824.894,215.0,9.0,799932824894.0,799932824894.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,5.299.544.680.420,5.645.125.985.715,220.0,,5299544680420.0,5645125985715.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,10,5.298.542.592.414,5.644.287.824.864,221.0,10.0,5298542592414.0,5644287824864.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,15.370.330.000.906,15.361.520.809.415,222.0,,15370330000906.0,15361520809415.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(10.071.787.408.492),(9.717.232.984.551),223.0,,-10071787408492.0,-9717232984551.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,11,1.002.088.006,838.160.851,227.0,11.0,1002088006.0,838160851.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,2.335.628.057,1.886.838.057,228.0,,2335628057.0,1886838057.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(1.333.540.051),(1.048.677.206),229.0,,-1333540051.0,-1048677206.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,18.336.877.279,5.411.419.557,240.0,,18336877279.0,5411419557.0
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,242,12,18.336.877.279,5.411.419.557,242.0,12.0,18336877279.0,5411419557.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,,173.727.615.127,268.658.696.981,250.0,,173727615127.0,268658696981.0
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,252,5(b),133.387.615.127,123.318.696.981,252.0,,133387615127.0,123318696981.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,5(b),37.360.000.000,37.360.000.000,253.0,,37360000000.0,37360000000.0
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,255,5(a),2.980.000.000,107.980.000.000,255.0,,2980000000.0,107980000000.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,87.130.761.175,69.316.872.300,260.0,,87130761175.0,69316872300.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,13(b),28.483.465.178,4.527.618.178,261.0,,28483465178.0,4527618178.0
"Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,8(b),58.647.295.997,64.789.254.122,263.0,,58647295997.0,64789254122.0
TỔNG CỘNG TÀI SẢN(270 = 100 + 200),TỔNG CỘNG TÀI SẢN(270 = 100 + 200),TỔNG CỘNG TÀI SẢN(270 = 100 + 200),270,,8.611.125.763.291,8.958.686.801.437,270.0,,8611125763291.0,8958686801437.0
