row_label_raw,row_label_full,col_0,2022VND,2021VND,numeric__2022VND,numeric__2021VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,5.411.419.557,435.135.170.408,5411419557.0,435135170408.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,60.451.035.245,134.186.608.446,60451035245.0,134186608446.0
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,1.320.950.115,95.004.618.565,1320950115.0,95004618565.0
Chi phí sửa chữa lớn tài sản cố định,Chi phí sửa chữa lớn tài sản cố định,Chi phí sửa chữa lớn tài sản cố định,56.853.410.245,34.961.139.045,56853410245.0,34961139045.0
Chi phí lãi vay vốn hóa trong năm,Chi phí lãi vay vốn hóa trong năm,Chi phí lãi vay vốn hóa trong năm,2.276.674.885,4.220.850.836,2276674885.0,4220850836.0
Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,-,(526.686.150.903),,-526686150903.0
Chuyển sang hàng tồn kho,Chuyển sang hàng tồn kho,Chuyển sang hàng tồn kho,-,(7.033.536.624),,-7033536624.0
Chuyển sang chi phí trả trước dài hạn,Chuyển sang chi phí trả trước dài hạn,Chuyển sang chi phí trả trước dài hạn,-,(186.000.000),,-186000000.0
Quyết toán chi phí sửa chữa lớn tài sản cố định,Quyết toán chi phí sửa chữa lớn tài sản cố định,Quyết toán chi phí sửa chữa lớn tài sản cố định,(47.525.577.523),(30.004.671.770),-47525577523.0,-30004671770.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,18.336.877.279,5.411.419.557,18336877279.0,5411419557.0
Các công trình xây dựng cơ bản dở dang lớn như sau:,Các công trình xây dựng cơ bản dở dang lớn như sau:,Các công trình xây dựng cơ bản dở dang lớn như sau:,Các công trình xây dựng cơ bản dở dang lớn như sau:,Các công trình xây dựng cơ bản dở dang lớn như sau:,,
,,,31/12/2022VND,1/1/2022VND,,
Công trình sửa chữa lớn tài sản cố định chưa hoàn thành,Các công trình xây dựng cơ bản dở dang lớn như sau: > Công trình sửa chữa lớn tài sản cố định chưa hoàn thành,Công trình sửa chữa lớn tài sản cố định chưa hoàn thành,14.283.999.997,4.956.467.275,14283999997.0,4956467275.0
Các công trình khác,Các công trình xây dựng cơ bản dở dang lớn như sau: > Các công trình khác,Các công trình khác,4.052.877.282,454.952.282,4052877282.0,454952282.0
,,,18.336.877.279,5.411.419.557,18336877279.0,5411419557.0
