row_label_raw,row_label_full,col_0,Tiền tệ,Nămđáo hạn,Lãi suất năm,31/12/2022VND,1/1/2022VND,numeric__Tiền tệ,numeric__Nămđáo hạn,numeric__Lãi suất năm,numeric__31/12/2022VND,numeric__1/1/2022VND
Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,,,,,
▪ Khoản vay 1 (i),Vay từ Công ty Tài Chính Cổ phần Điện Lực > ▪ Khoản vay 1 (i),▪ Khoản vay 1 (i),JPY,2044,"1,11% - 1,60%",914.025.856.392,1.060.350.054.406,,2044.0,,914025856392.0,1060350054406.0
Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,,,,,
▪ Khoản vay 1 (ii),Vay từ Ngân hàng phát triển Châu Á > ▪ Khoản vay 1 (ii),▪ Khoản vay 1 (ii),USD,2034,Lãi suất thả nổi,629.088.692.082,723.522.252.301,,2034.0,,629088692082.0,723522252301.0
Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,,,,,
▪ Khoản vay 1 (iii),Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận > ▪ Khoản vay 1 (iii),▪ Khoản vay 1 (iii),VND,2029,"Lãi suất tiết kiệm12 tháng + 2,5%",240.124.100.164,274.124.100.164,,2029.0,,240124100164.0,274124100164.0
,,,,,,1.783.238.648.638,2.057.996.406.871,,,,1783238648638.0,2057996406871.0
Khoản đến hạn trả trong vòng 12 tháng,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận > Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,(212.684.533.006),(142.389.288.694),,,,-212684533006.0,-142389288694.0
Khoản đến hạn trả sau 12 tháng,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận > Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,1.570.554.115.632,1.915.607.118.177,,,,1570554115632.0,1915607118177.0
