row_label_raw,row_label_full,col_0,31/12/2022 > Số ngày quá hạn,31/12/2022 > Giá gốc VND,31/12/2022 > Dự phòng VND,31/12/2022 > Giá trị có thể thu hồi VND,1/1/2022 > Số ngày quá hạn,1/1/2022 > Giá gốc VND,1/1/2022 > Dự phòng VND,1/1/2022 > Giá trị có thể thu hồi VND,numeric__31/12/2022 > Số ngày quá hạn,numeric__31/12/2022 > Giá gốc VND,numeric__31/12/2022 > Dự phòng VND,numeric__31/12/2022 > Giá trị có thể thu hồi VND,numeric__1/1/2022 > Số ngày quá hạn,numeric__1/1/2022 > Giá gốc VND,numeric__1/1/2022 > Dự phòng VND,numeric__1/1/2022 > Giá trị có thể thu hồi VND
Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,,,,,,,,
Công ty CP Đầu tư và Xây dựng Điện Hồi Xuân VNECO,Nợ quá hạn > Công ty CP Đầu tư và Xây dựng Điện Hồi Xuân VNECO,Công ty CP Đầu tư và Xây dựng Điện Hồi Xuân VNECO,1.430,1.543.893.615,(1.303.257.033),240.636.582,1.065,1.543.893.615,(1.303.257.033),240.636.582,1430.0,1543893615.0,-1303257033.0,240636582.0,1065.0,1543893615.0,-1303257033.0,240636582.0
Công Ty CP HPD Tân Lộc,Nợ quá hạn > Công Ty CP HPD Tân Lộc,Công Ty CP HPD Tân Lộc,273,862.843.322,(258.852.997),603.990.325,-,49.120.929,-,49.120.929,273.0,862843322.0,-258852997.0,603990325.0,,49120929.0,,49120929.0
Công ty CP Đầu tư Phát triển Đamb'ri,Nợ quá hạn > Công ty CP Đầu tư Phát triển Đamb'ri,Công ty CP Đầu tư Phát triển Đamb'ri,695,465.050.000,(232.525.000),232.525.000,330,465.050.000,-,465.050.000,695.0,465050000.0,-232525000.0,232525000.0,330.0,465050000.0,,465050000.0
Công ty CP Đầu tư Xây dựng Lắp máy IDICO,Nợ quá hạn > Công ty CP Đầu tư Xây dựng Lắp máy IDICO,Công ty CP Đầu tư Xây dựng Lắp máy IDICO,185,440.943.600,(132.283.080),308.660.520,-,-,-,-,185.0,440943600.0,-132283080.0,308660520.0,,,,
,,,,3.312.730.537,(1.926.918.110),1.385.812.427,,2.058.064.544,(1.303.257.033),754.807.511,,3312730537.0,-1926918110.0,1385812427.0,,2058064544.0,-1303257033.0,754807511.0
