row_label_raw,row_label_full,col_0,Loại tiền,Lãi suất năm,31/12/2017 VND,1/1/2017 VND,numeric__Loại tiền,numeric__Lãi suất năm,numeric__31/12/2017 VND,numeric__1/1/2017 VND
Khoản vay ngắn hạn không được đảm bảo,Khoản vay ngắn hạn không được đảm bảo,Khoản vay ngắn hạn không được đảm bảo,Khoản vay ngắn hạn không được đảm bảo,Khoản vay ngắn hạn không được đảm bảo,Khoản vay ngắn hạn không được đảm bảo,Khoản vay ngắn hạn không được đảm bảo,,,,
Vay từ các cá nhân (i),Khoản vay ngắn hạn không được đảm bảo > Vay từ các cá nhân (i),Vay từ các cá nhân (i),VND,"9,00%-10,50%",314.547.132.394,115.913.486.121,,,314547132394.0,115913486121.0
Ngân hàng Cổ phần Công Thương Việt Nam (i),Khoản vay ngắn hạn không được đảm bảo > Ngân hàng Cổ phần Công Thương Việt Nam (i),Ngân hàng Cổ phần Công Thương Việt Nam (i),VND,"8,50%",30.000.000.000,-,,0.085,30000000000.0,
"Công ty Cổ phần Đầu tư Địa ốc Kim Thành, một bên liên quan (i)","Khoản vay ngắn hạn không được đảm bảo > Công ty Cổ phần Đầu tư Địa ốc Kim Thành, một bên liên quan (i)","Công ty Cổ phần Đầu tư Địa ốc Kim Thành, một bên liên quan (i)",VND,"10,50%",10.500.000.000,-,,0.105,10500000000.0,
"Công ty Cổ phần Bao bì và Kho bãi Bình Tây, một bên liên quan (i)","Khoản vay ngắn hạn không được đảm bảo > Công ty Cổ phần Bao bì và Kho bãi Bình Tây, một bên liên quan (i)","Công ty Cổ phần Bao bì và Kho bãi Bình Tây, một bên liên quan (i)",VND,"10,00%",38.000.000.000,-,,0.1,38000000000.0,
"Công ty Cổ phần Đầu tư Xây dựng Hùng Anh Năm, một bên liên quan (i)","Khoản vay ngắn hạn không được đảm bảo > Công ty Cổ phần Đầu tư Xây dựng Hùng Anh Năm, một bên liên quan (i)","Công ty Cổ phần Đầu tư Xây dựng Hùng Anh Năm, một bên liên quan (i)",VND,"10,50%",-,4.500.000.000,,0.105,,4500000000.0
Công ty Cổ phần Thành Thành Nam (i),Khoản vay ngắn hạn không được đảm bảo > Công ty Cổ phần Thành Thành Nam (i),Công ty Cổ phần Thành Thành Nam (i),VND,"11,50%",2.500.000.000,-,,0.115,2500000000.0,
Vay từ các cổ đông (i),Khoản vay ngắn hạn không được đảm bảo > Vay từ các cổ đông (i),Vay từ các cổ đông (i),VND,"13,00%",11.427.989.230,-,,0.13,11427989230.0,
Khoản vay ngắn hạn được đảm bảo,Khoản vay ngắn hạn được đảm bảo,Khoản vay ngắn hạn được đảm bảo,Khoản vay ngắn hạn được đảm bảo,Khoản vay ngắn hạn được đảm bảo,Khoản vay ngắn hạn được đảm bảo,Khoản vay ngắn hạn được đảm bảo,,,,
Ngân hàng Thương mại Cổ phần Phương Đông - Khoản vay 1,Khoản vay ngắn hạn được đảm bảo > Ngân hàng Thương mại Cổ phần Phương Đông - Khoản vay 1,Ngân hàng Thương mại Cổ phần Phương Đông - Khoản vay 1,VND,"5,00%-9,80%",-,100.000.000.000,,,,100000000000.0
