row_label_raw,row_label_full,col_0,Số ngày quá hạn,31/12/2017 > Giá gốc VND,31/12/2017 > Dự phòng VND,31/12/2017 > Giá trị có thể thu hồi VND,1/1/2017 > Giá gốc VND,1/1/2017 > Dự phòng VND,1/1/2017 > Giá trị có thể thu hồi VND,numeric__Số ngày quá hạn,numeric__31/12/2017 > Giá gốc VND,numeric__31/12/2017 > Dự phòng VND,numeric__31/12/2017 > Giá trị có thể thu hồi VND,numeric__1/1/2017 > Giá gốc VND,numeric__1/1/2017 > Dự phòng VND,numeric__1/1/2017 > Giá trị có thể thu hồi VND
Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,,,,,,,
- Công ty TNHH Xây dựng Á Đông,Nợ quá hạn > - Công ty TNHH Xây dựng Á Đông,- Công ty TNHH Xây dựng Á Đông,Hơn 4 năm,36.219.590.000,36.219.590.000,,- 36.219.590.000,36.219.590.000,-,,36219590000.0,36219590000.0,,-36219590000.0,36219590000.0,
- Công ty TNHH Thương mại - Dịch vụ Kinh doanh Địa Óc Việt R.E.M.A.X,Nợ quá hạn > - Công ty TNHH Thương mại - Dịch vụ Kinh doanh Địa Óc Việt R.E.M.A.X,- Công ty TNHH Thương mại - Dịch vụ Kinh doanh Địa Óc Việt R.E.M.A.X,Hơn 4 năm,50.000.000.000,50.000.000.000,,- 50.000.000.000,50.000.000.000,-,,50000000000.0,50000000000.0,,-50000000000.0,50000000000.0,
- Công ty Cổ phần Phát triển Nhà và Đô Thị Nha Trang,Nợ quá hạn > - Công ty Cổ phần Phát triển Nhà và Đô Thị Nha Trang,- Công ty Cổ phần Phát triển Nhà và Đô Thị Nha Trang,Hơn 4 năm,22.923.706,22.923.706,,- 22.923.706,22.923.706,-,,22923706.0,22923706.0,,-22923706.0,22923706.0,
- Công ty Cổ phần Du Lịch Sài Gòn Hàm Tân,Nợ quá hạn > - Công ty Cổ phần Du Lịch Sài Gòn Hàm Tân,- Công ty Cổ phần Du Lịch Sài Gòn Hàm Tân,Hơn 4 năm,66.301.812,66.301.812,,- 66.301.812,66.301.812,-,,66301812.0,66301812.0,,-66301812.0,66301812.0,
- Công ty TNHH Xây dựng Võ Đình,Nợ quá hạn > - Công ty TNHH Xây dựng Võ Đình,- Công ty TNHH Xây dựng Võ Đình,Hơn 3 năm,-,-,,- 42.981.040,42.981.040,-,,,,,-42981040.0,42981040.0,
,,,,86.308.815.518,86.308.815.518,,- 86.351.796.558,86.351.796.558,-,,86308815518.0,86308815518.0,,-86351796558.0,86351796558.0,
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,,,,,
Dự phòng phải thu khó đòi – ngắn hạn,Trong đó: > Dự phòng phải thu khó đòi – ngắn hạn,Dự phòng phải thu khó đòi – ngắn hạn,,,86.308.815.518,,-,86.351.796.558,-,,,86308815518.0,,,86351796558.0,
