row_label_raw,row_label_full,col_0,Tàu Cuốc VND,Mai Lan VND,Tổng VND,numeric__Tàu Cuốc VND,numeric__Mai Lan VND,numeric__Tổng VND
Tài sản thuần có thể xác định tại ngày mua thêm,Tài sản thuần có thể xác định tại ngày mua thêm,Tài sản thuần có thể xác định tại ngày mua thêm,437.723.419.914,43.191.378.919,480.914.798.833,437723419914.0,43191378919.0,480914798833.0
Phần tài sản thuần mua thêm(Thuyết minh 27),Phần tài sản thuần mua thêm(Thuyết minh 27),Phần tài sản thuần mua thêm(Thuyết minh 27),15.443.495.067,15.705.939.011,31.149.434.078,15443495067.0,15705939011.0,31149434078.0
Thay đổi trong lợi nhuận chưa phân phối phát sinh từ việc mua thêm bởi Tập đoàn (Thuyết minh 27),Thay đổi trong lợi nhuận chưa phân phối phát sinh từ việc mua thêm bởi Tập đoàn (Thuyết minh 27),Thay đổi trong lợi nhuận chưa phân phối phát sinh từ việc mua thêm bởi Tập đoàn (Thuyết minh 27),30.164.224.933,47.981.145.577,78.145.370.510,30164224933.0,47981145577.0,78145370510.0
Giá mua,Giá mua,Giá mua,45.607.720.000,63.687.084.588,109.294.804.588,45607720000.0,63687084588.0,109294804588.0
Trừ đi: mua các khoản đầu tư vào công ty con chưa thanh toán,Trừ đi: mua các khoản đầu tư vào công ty con chưa thanh toán,Trừ đi: mua các khoản đầu tư vào công ty con chưa thanh toán,40.046.948.000,-,40.046.948.000,40046948000.0,,40046948000.0
Dòng tiền thuần từ mua thêm cổ phiếu của công ty con,Dòng tiền thuần từ mua thêm cổ phiếu của công ty con,Dòng tiền thuần từ mua thêm cổ phiếu của công ty con,5.560.772.000,63.687.084.588,69.247.856.588,5560772000.0,63687084588.0,69247856588.0
