row_label_raw,row_label_full,col_0,Ngắn hạn,Ngắn hạn_1,Dài hạn,Dài hạn_1,numeric__Ngắn hạn,numeric__Ngắn hạn_1,numeric__Dài hạn,numeric__Dài hạn_1
,,,2017VND,2016VND,2017VND,2016VND,,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,772.636.204.282,452.950.000.000,30.000.000.000,11.212.097.032,772636204282.0,452950000000.0,30000000000.0,11212097032.0
Các khoản cho vay cấp cho các đơn vị khác,Các khoản cho vay cấp cho các đơn vị khác,Các khoản cho vay cấp cho các đơn vị khác,2.083.650.000.000,1.073.083.204.282,541.000.000.000,30.000.000.000,2083650000000.0,1073083204282.0,541000000000.0,30000000000.0
Tăng do thanh lý công ty con,Tăng do thanh lý công ty con,Tăng do thanh lý công ty con,-,20.500.000.000,-,-,,20500000000.0,,
Thu hồi các khoản cho vay cấp cho các đơn vị khác,Thu hồi các khoản cho vay cấp cho các đơn vị khác,Thu hồi các khoản cho vay cấp cho các đơn vị khác,(1.864.947.000.000),(769.397.000.000),(453.000.000.000),(11.212.097.032),-1864947000000.0,-769397000000.0,-453000000000.0,-11212097032.0
Giảm do thanh lý công ty con,Giảm do thanh lý công ty con,Giảm do thanh lý công ty con,-,(4.500.000.000),-,-,,-4500000000.0,,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,991.339.204.282,772.636.204.282,118.000.000.000,30.000.000.000,991339204282.0,772636204282.0,118000000000.0,30000000000.0
