row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2017VND,2016VND,,
Công ty Cổ phần Đầu tư Xây dựng Hùng Anh Năm,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh Năm,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh Năm,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh Năm,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh Năm,,
Bán hàng hóa và dịch vụ,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh Năm > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,3.471.000.000,-,3471000000.0,
Cho vay,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh Năm > Cho vay,Cho vay,94.500.000.000,12.425.000.000,94500000000.0,12425000000.0
Thu nhập lãi vay,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh Năm > Thu nhập lãi vay,Thu nhập lãi vay,3.343.481.459,950.777.778,3343481459.0,950777778.0
Chuyển phải thu lãi vay sang phải thu cho vay,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh Năm > Chuyển phải thu lãi vay sang phải thu cho vay,Chuyển phải thu lãi vay sang phải thu cho vay,-,3.105.000.000,,3105000000.0
Chi phí lãi vay,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh Năm > Chi phí lãi vay,Chi phí lãi vay,79.056.250,-,79056250.0,
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,,
Bán hàng hóa và dịch vụ,Công ty Cổ phần Đầu tư Thành Thành Công > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,-,523.102.390,,523102390.0
Mua hàng hóa và dịch vụ,Công ty Cổ phần Đầu tư Thành Thành Công > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,2.612.767.080,11.307.535.440,2612767080.0,11307535440.0
Mua cổ phiếu của Công ty TNHH Tư vấn Sài Gòn Thương Tín,Công ty Cổ phần Đầu tư Thành Thành Công > Mua cổ phiếu của Công ty TNHH Tư vấn Sài Gòn Thương Tín,Mua cổ phiếu của Công ty TNHH Tư vấn Sài Gòn Thương Tín,-,1.247.954.372,,1247954372.0
Cho vay,Công ty Cổ phần Đầu tư Thành Thành Công > Cho vay,Cho vay,1.153.000.000.000,779.000.000.000,1153000000000.0,779000000000.0
Thu nhập lãi vay,Công ty Cổ phần Đầu tư Thành Thành Công > Thu nhập lãi vay,Thu nhập lãi vay,41.450.023.850,16.044.894.443,41450023850.0,16044894443.0
Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,,
Bán hàng hóa và dịch vụ,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,-,493.177.432,,493177432.0
Mua hàng hóa và dịch vụ,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,498.393.949.091,283.500.945.985,498393949091.0,283500945985.0
Bán cổ phiếu của Công ty Cổ phần Bao bì và Kho bãi Bình Tây,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát > Bán cổ phiếu của Công ty Cổ phần Bao bì và Kho bãi Bình Tây,Bán cổ phiếu của Công ty Cổ phần Bao bì và Kho bãi Bình Tây,-,96.118.477.183,,96118477183.0
Mua cổ phiếu Công ty Cổ phần Thương Tín Tàu Cuốc Cho vay,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát > Mua cổ phiếu Công ty Cổ phần Thương Tín Tàu Cuốc Cho vay,Mua cổ phiếu Công ty Cổ phần Thương Tín Tàu Cuốc Cho vay,-,53.900.000.000,,53900000000.0
Thu nhập lãi vay,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát > Thu nhập lãi vay,Thu nhập lãi vay,666.702.358,678.445.606,666702358.0,678445606.0
Cổ tức được chia,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát > Cổ tức được chia,Cổ tức được chia,133.276.500,-,133276500.0,
Công ty TNHH MTV Kỹ thuật Xây Dương Toàn Thịnh Phát,Công ty TNHH MTV Kỹ thuật Xây Dương Toàn Thịnh Phát,Công ty TNHH MTV Kỹ thuật Xây Dương Toàn Thịnh Phát,Công ty TNHH MTV Kỹ thuật Xây Dương Toàn Thịnh Phát,Công ty TNHH MTV Kỹ thuật Xây Dương Toàn Thịnh Phát,,
Bán hàng hóa và dịch vụ,Công ty TNHH MTV Kỹ thuật Xây Dương Toàn Thịnh Phát > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,-,254.817.384,,254817384.0
Mua hàng hóa và dịch vụ,Công ty TNHH MTV Kỹ thuật Xây Dương Toàn Thịnh Phát > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,51.325.403.941,436.136.000,51325403941.0,436136000.0
Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,,
Bán cổ phiếu của Công ty Cổ phần Địa ốc Dũng Anh Mua hàng hóa và dịch vụ,Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng > Bán cổ phiếu của Công ty Cổ phần Địa ốc Dũng Anh Mua hàng hóa và dịch vụ,Bán cổ phiếu của Công ty Cổ phần Địa ốc Dũng Anh Mua hàng hóa và dịch vụ,-,26.000.000.000,,26000000000.0
Công ty Cổ phần Đầu tư An Phước Gia,Công ty Cổ phần Đầu tư An Phước Gia,Công ty Cổ phần Đầu tư An Phước Gia,Công ty Cổ phần Đầu tư An Phước Gia,Công ty Cổ phần Đầu tư An Phước Gia,,
Bán cổ phiếu của Công ty Cổ phần Địa ốc Dũng Anh,Công ty Cổ phần Đầu tư An Phước Gia > Bán cổ phiếu của Công ty Cổ phần Địa ốc Dũng Anh,Bán cổ phiếu của Công ty Cổ phần Địa ốc Dũng Anh,-,26.000.000.000,,26000000000.0
"Trần Lam Thông, một cổ đông","Trần Lam Thông, một cổ đông","Trần Lam Thông, một cổ đông","Trần Lam Thông, một cổ đông","Trần Lam Thông, một cổ đông",,
Tạm ứng,"Trần Lam Thông, một cổ đông > Tạm ứng",Tạm ứng,51.837.300.445,11.256.081.479,51837300445.0,11256081479.0
Cho vay,"Trần Lam Thông, một cổ đông > Cho vay",Cho vay,226.000.000,-,226000000.0,
Chi phí lãi vay,"Trần Lam Thông, một cổ đông > Chi phí lãi vay",Chi phí lãi vay,48.472.226,-,48472226.0,
Bán cổ phiếu của Công ty Cổ phần May Tiến Phát,"Trần Lam Thông, một cổ đông > Bán cổ phiếu của Công ty Cổ phần May Tiến Phát",Bán cổ phiếu của Công ty Cổ phần May Tiến Phát,28.470.000.000,-,28470000000.0,
