row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2017 VND,2016 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2017 VND,numeric__2016 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,01,,275.177.126.200,223.807.817.436,1.0,,275177126200.0,223807817436.0
Khấu hao và phân bổ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổ,Khấu hao và phân bổ,02,,9.770.862.601,6.937.573.966,2.0,,9770862601.0,6937573966.0
Các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,,(42.981.040),(30.980.114),3.0,,-42981040.0,-30980114.0
Lãi từ thanh lý tài sản cố định và bất động sản đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi từ thanh lý tài sản cố định và bất động sản đầu tư,Lãi từ thanh lý tài sản cố định và bất động sản đầu tư,05,,(209.261.881.865),(90.909.091),5.0,,-209261881865.0,-90909091.0
Lãi từ thanh lý các công ty liên kết (Thuyết minh 7(b)(*)),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi từ thanh lý các công ty liên kết (Thuyết minh 7(b)(*)),Lãi từ thanh lý các công ty liên kết (Thuyết minh 7(b)(*)),05,,(23.793.416.665),(6.408.304.008),5.0,,-23793416665.0,-6408304008.0
Lỗ/(lãi) từ thanh lý các khoản đầu tư vào đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lỗ/(lãi) từ thanh lý các khoản đầu tư vào đơn vị khác,Lỗ/(lãi) từ thanh lý các khoản đầu tư vào đơn vị khác,05,,62.792.002.614,(61.835.314.726),5.0,,62792002614.0,-61835314726.0
Phần lãi trong công ty liên kết,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Phần lãi trong công ty liên kết,Phần lãi trong công ty liên kết,05,,(3.657.557.198),(2.478.511.593),5.0,,-3657557198.0,-2478511593.0
Thu nhập lãi cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi cho vay,Thu nhập lãi cho vay,05,,(116.214.933.273),(65.161.874.494),5.0,,-116214933273.0,-65161874494.0
Cổ tức,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Cổ tức,Cổ tức,05,,(2.593.705.500),(145.895.000),5.0,,-2593705500.0,-145895000.0
Chi phí lãi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay,Chi phí lãi vay,06,,127.990.442.621,38.663.508.531,6.0,,127990442621.0,38663508531.0
Lãi từ hoạt động kinh doanh trước những thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lãi từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,,120.165.958.495,133.257.110.907,8.0,,120165958495.0,133257110907.0
Biến động các khoản phải thu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thu,Biến động các khoản phải thu,09,,(884.426.987.589),(622.769.899.422),9.0,,-884426987589.0,-622769899422.0
Biến động hàng tồn kho,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động hàng tồn kho,Biến động hàng tồn kho,10,,(384.295.891.143),(812.149.104.665),10.0,,-384295891143.0,-812149104665.0
Biến động các khoản phải trả và nợ phải trả khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải trả và nợ phải trả khác,Biến động các khoản phải trả và nợ phải trả khác,11,,1.153.794.499.555,1.610.457.490.931,11.0,,1153794499555.0,1610457490931.0
Biến động chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động chi phí trả trước,Biến động chi phí trả trước,12,,(23.236.364.964),(2.658.600.236),12.0,,-23236364964.0,-2658600236.0
,,,,,(17.998.785.646),306.136.997.515,,,-17998785646.0,306136997515.0
Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(168.488.309.712),(78.673.110.536),14.0,,-168488309712.0,-78673110536.0
Thuế thu nhập doanh nghiệp đã nộp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,(93.750.780.957),(40.955.876.208),15.0,,-93750780957.0,-40955876208.0
Tiền chi khác cho hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,,(12.194.754.350),(13.110.565.852),17.0,,-12194754350.0,-13110565852.0
