row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2017VND > 15.571.173.292,Số phải nộptrong nămVND > 197.101.569.819,Số đã nộptrong nămVND > (55.360.878.806),Cán trừVND > (156.275.612.638),31/12/2017VND > 1.036.251.667,numeric__1/1/2017VND > 15.571.173.292,numeric__Số phải nộptrong nămVND > 197.101.569.819,numeric__Số đã nộptrong nămVND > (55.360.878.806),numeric__Cán trừVND > (156.275.612.638),numeric__31/12/2017VND > 1.036.251.667
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,40.315.051.527,72.265.530.669,(80.031.917.194),(7.339.331.765),25.209.333.237,40315051527.0,72265530669.0,-80031917194.0,-7339331765.0,25209333237.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.559.794.028,23.819.727.077,(23.179.864.151),-,3.199.656.954,2559794028.0,23819727077.0,-23179864151.0,,3199656954.0
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,174.423.648,1.245.806.205,(1.286.435.327),-,133.794.526,174423648.0,1245806205.0,-1286435327.0,,133794526.0
,,,58.620.442.495,294.432.633.770,(159.859.095.478),(163.614.944.403),29.579.036.384,58620442495.0,294432633770.0,-159859095478.0,-163614944403.0,29579036384.0
(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,,,,,
,,,,1/1/2017VND,Số phải thu/dã nộptrong nămVND,Cán trừVND,31/12/2017VND,,,,,
Thuế thu nhập doanh nghiệp,(b) Thuế và các khoản phải thu Nhà nước > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,,21.663.255.564,13.718.863.763,(7.339.331.765),28.042.787.562,,21663255564.0,13718863763.0,-7339331765.0,28042787562.0
Thuế khác,(b) Thuế và các khoản phải thu Nhà nước > Thuế khác,Thuế khác,,225.433.252,38.422.920,-,263.856.172,,225433252.0,38422920.0,,263856172.0
,,,,21.888.688.816,13.757.286.683,(7.339.331.765),28.306.643.734,,21888688816.0,13757286683.0,-7339331765.0,28306643734.0
