row_label_raw,row_label_full,Tên công ty con,Hoạt động chính,Tỷ lệ lợi ích do Công ty nấm giữ tại ngày > 31/12/2017,Tỷ lệ lợi ích do Công ty nấm giữ tại ngày > 1/1/2017,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích do Công ty nấm giữ tại ngày > 31/12/2017,numeric__Tỷ lệ lợi ích do Công ty nấm giữ tại ngày > 1/1/2017
Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Dịch vụ,"100,00%","100,00%",,1.0,1.0
Công ty Cổ phần Năng lượng Thương Tín (i),Công ty Cổ phần Năng lượng Thương Tín (i),Công ty Cổ phần Năng lượng Thương Tín (i),Sản xuất; thương mại; dịch vụ,"52,00%","52,00%",,0.52,0.52
Công ty Cổ phần Đầu tư Phát triển Địa ốc Đông Sài Gòn,Công ty Cổ phần Đầu tư Phát triển Địa ốc Đông Sài Gòn,Công ty Cổ phần Đầu tư Phát triển Địa ốc Đông Sài Gòn,Sản xuất; thương mại,"95,00%","95,00%",,0.95,0.95
Công ty Cổ phần Thương Tín Tàu Cuốc (Thuyết minh 5),Công ty Cổ phần Thương Tín Tàu Cuốc (Thuyết minh 5),Công ty Cổ phần Thương Tín Tàu Cuốc (Thuyết minh 5),Dịch vụ,"99,52%","95,99%",,0.9952,0.9599
Công ty TNHH Quản lý Dịch vụ Địa ốc Sài Gòn Thương Tín (ii),Công ty TNHH Quản lý Dịch vụ Địa ốc Sài Gòn Thương Tín (ii),Công ty TNHH Quản lý Dịch vụ Địa ốc Sài Gòn Thương Tín (ii),Dịch vụ,"50,00%","100,00%",,0.5,1.0
Công ty Cổ phần Mai Lan (Thuyết minh 5),Công ty Cổ phần Mai Lan (Thuyết minh 5),Công ty Cổ phần Mai Lan (Thuyết minh 5),Dịch vụ,"89,60%","54,98%",,0.8959999999999999,0.5498
Công ty TNHH Thương Tín - CJ Cầu Tre (iii),Công ty TNHH Thương Tín - CJ Cầu Tre (iii),Công ty TNHH Thương Tín - CJ Cầu Tre (iii),Dịch vụ,"52,03%",-,,0.5203,
