row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Lãi từ cho vay khách hàng (i),Lãi từ cho vay khách hàng (i),Lãi từ cho vay khách hàng (i),22.399.323,22.922.786,22399323.0,22922786.0
Lãi từ hoạt động đầu tư (ii),Lãi từ hoạt động đầu tư (ii),Lãi từ hoạt động đầu tư (ii),2.265.022,2.321.573,2265022.0,2321573.0
Lãi từ hoạt động ủy thác đầu tư (iii),Lãi từ hoạt động ủy thác đầu tư (iii),Lãi từ hoạt động ủy thác đầu tư (iii),51.612,51.612,51612.0,51612.0
Lãi từ tiền gửi tại và cho vay các TCTD,Lãi từ tiền gửi tại và cho vay các TCTD,Lãi từ tiền gửi tại và cho vay các TCTD,13.765,9.847,13765.0,9847.0
Lãi phải thu từ hoạt động cho thuê tài chính,Lãi phải thu từ hoạt động cho thuê tài chính,Lãi phải thu từ hoạt động cho thuê tài chính,6.011,9.795,6011.0,9795.0
Lãi từ hoạt động mua nợ,Lãi từ hoạt động mua nợ,Lãi từ hoạt động mua nợ,3.235,3.551,3235.0,3551.0
Lãi phải thu từ giao dịch kỳ hạn,Lãi phải thu từ giao dịch kỳ hạn,Lãi phải thu từ giao dịch kỳ hạn,2.734,3.493,2734.0,3493.0
Lãi phải thu từ giao dịch hoán đổi,Lãi phải thu từ giao dịch hoán đổi,Lãi phải thu từ giao dịch hoán đổi,407,13.815,407.0,13815.0
Lãi từ giao dịch quyền chọn,Lãi từ giao dịch quyền chọn,Lãi từ giao dịch quyền chọn,108,-,108.0,
,,,24.742.217,25.336.472,24742217.0,25336472.0
