row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu đồng,%,Triệu đồng,%,,,,
Các hoạt động liên quan kinh doanh tài sản và dịch vụ tư vấn,Các hoạt động liên quan kinh doanh tài sản và dịch vụ tư vấn,Các hoạt động liên quan kinh doanh tài sản và dịch vụ tư vấn,39.273.974,"17,62",42.017.143,"21,13",39273974.0,17.62,42017143.0,21.13
"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",35.349.889,"15,86",24.287.126,"12,21",35349889.0,15.86,24287126.0,12.21
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",24.881.601,"11,16",21.499.538,"10,81",24881601.0,11.16,21499538.0,10.81
"Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản",24.409.019,"10,95",18.734.648,"9,42",24409019.0,10.95,18734648.0,9.42
"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy, và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy, và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy, và xe có động cơ khác",23.638.515,"10,60",23.648.175,"11,89",23638515.0,10.6,23648175.0,11.89
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,20.981.229,"9,41",10.082.918,"5,07",20981229.0,9.41,10082918.0,5.07
Xây dựng,Xây dựng,Xây dựng,16.872.685,"7,57",23.406.963,"11,77",16872685.0,7.57,23406963.0,11.77
"Giáo dục, đào tạo","Giáo dục, đào tạo","Giáo dục, đào tạo",5.186.458,"2,33",4.538.212,"2,28",5186458.0,2.33,4538212.0,2.28
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,3.974.147,"1,78",3.732.629,"1,88",3974147.0,1.78,3732629.0,1.88
"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",2.735.921,"1,23",1.838.419,"0,92",2735921.0,1.23,1838419.0,0.92
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,2.479.518,"1,11",2.072.769,"1,04",2479518.0,1.11,2072769.0,1.04
"Hoạt động tài chính, ngân hàng, bảo hiểm","Hoạt động tài chính, ngân hàng, bảo hiểm","Hoạt động tài chính, ngân hàng, bảo hiểm",2.040.851,"0,92",1.903.493,"0,96",2040851.0,0.92,1903493.0,0.96
Y tế và hoạt động cứu trợ xã hội,Y tế và hoạt động cứu trợ xã hội,Y tế và hoạt động cứu trợ xã hội,1.645.673,"0,74",1.973.137,"0,99",1645673.0,0.74,1973137.0,0.99
Khai khoáng,Khai khoáng,Khai khoáng,1.482.217,"0,66",1.622.798,"0,82",1482217.0,0.66,1622798.0,0.82
"Hoạt động của Đảng Cộng sản, tổ chức chính trị xã hội, quản lý nhà nước, an ninh quốc phòng, bảo đảm xã hội bắt buộc","Hoạt động của Đảng Cộng sản, tổ chức chính trị xã hội, quản lý nhà nước, an ninh quốc phòng, bảo đảm xã hội bắt buộc","Hoạt động của Đảng Cộng sản, tổ chức chính trị xã hội, quản lý nhà nước, an ninh quốc phòng, bảo đảm xã hội bắt buộc",830.481,"0,37",704.231,"0,35",830481.0,0.37,704231.0,0.35
Nghệ thuật vui chơi và giải trí,Nghệ thuật vui chơi và giải trí,Nghệ thuật vui chơi và giải trí,388.512,"0,17",398.816,"0,20",388512.0,0.17,398816.0,0.2
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,110.662,"0,05",82.166,"0,04",110662.0,0.05,82166.0,0.04
Hoạt động chuyên môn khoa học và công nghệ,Hoạt động chuyên môn khoa học và công nghệ,Hoạt động chuyên môn khoa học và công nghệ,95.133,"0,04",91.416,"0,05",95133.0,0.04,91416.0,0.05
"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",42.716,"0,02",53.533,"0,03",42716.0,0.02,53533.0,0.03
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,16.527.429,"7,41",16.171.535,"8,13",16527429.0,7.41,16171535.0,8.13
,,,222.946.630,"100,00",198.859.665,"100,00",222946630.0,100.0,198859665.0,100.0
