row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",110.317,113.317,110317.0,113317.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,4.108.589,3.110.710,4108589.0,3110710.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi lương và phụ cấp,Trong đó: > Chi lương và phụ cấp,Chi lương và phụ cấp,3.683.736,2.747.354,3683736.0,2747354.0
Các khoản chi đóng góp theo lương,Trong đó: > Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,295.993,270.162,295993.0,270162.0
Chi trợ cấp,Trong đó: > Chi trợ cấp,Chi trợ cấp,103.156,69.375,103156.0,69375.0
Chi trang phục,Trong đó: > Chi trang phục,Chi trang phục,25.704,23.819,25704.0,23819.0
Chi về tài sản,Trong đó: > Chi về tài sản,Chi về tài sản,1.273.795,1.210.993,1273795.0,1210993.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Khẩu hao và hao mòn tài sản cố định,Trong đó: > Khẩu hao và hao mòn tài sản cố định,Khẩu hao và hao mòn tài sản cố định,414.785,392.455,414785.0,392455.0
Chi phí hoạt động khác,Trong đó: > Chi phí hoạt động khác,Chi phí hoạt động khác,871.298,792.697,871298.0,792697.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Công tác phí,Trong đó: > Công tác phí,Công tác phí,30.267,24.861,30267.0,24861.0
Chi nộp phí bảo hiểm tiền gửi của khách hàng,Trong đó: > Chi nộp phí bảo hiểm tiền gửi của khách hàng,Chi nộp phí bảo hiểm tiền gửi của khách hàng,392.548,344.541,392548.0,344541.0
(Hoàn nhập)/chi phí dự phòng giảm giá đầu tư dài hạn (Thuyết minh số 14.2),Trong đó: > (Hoàn nhập)/chi phí dự phòng giảm giá đầu tư dài hạn (Thuyết minh số 14.2),(Hoàn nhập)/chi phí dự phòng giảm giá đầu tư dài hạn (Thuyết minh số 14.2),(203.486),56.935,-203486.0,56935.0
(Hoàn nhập)/chi phí dự phòng rủi ro tài sản có khác (Thuyết minh số 16.4),Trong đó: > (Hoàn nhập)/chi phí dự phòng rủi ro tài sản có khác (Thuyết minh số 16.4),(Hoàn nhập)/chi phí dự phòng rủi ro tài sản có khác (Thuyết minh số 16.4),(216.168),49.130,-216168.0,49130.0
,,,6.336.893,5.678.323,6336893.0,5678323.0
