row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay Triệu đồng,Năm trước Triệu đồng,numeric__Thuyết minh,numeric__Năm nay Triệu đồng,numeric__Năm trước Triệu đồng
"LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ Mua sắm, xây dựng tài sản cố định","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ Mua sắm, xây dựng tài sản cố định","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ Mua sắm, xây dựng tài sản cố định",,(618.242),(461.400),,-618242.0,-461400.0
"Tiền thu từ thanh lý, nhượng bán tài sản cố định","Tiền thu từ thanh lý, nhượng bán tài sản cố định","Tiền thu từ thanh lý, nhượng bán tài sản cố định",,186.109,186.373,,186109.0,186373.0
"Tiền chi đầu tư, góp vốn vào các đơn vị khác","Tiền chi đầu tư, góp vốn vào các đơn vị khác","Tiền chi đầu tư, góp vốn vào các đơn vị khác",,-,(592),,,-592.0
"Tiền thu đầu tư, góp vốn vào các đơn vị khác","Tiền thu đầu tư, góp vốn vào các đơn vị khác","Tiền thu đầu tư, góp vốn vào các đơn vị khác",,382.026,940,,382026.0,940.0
"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",33,16.449,32.152,33.0,16449.0,32152.0
Tiền thuần sử dụng vào hoạt động đầu tư,Tiền thuần sử dụng vào hoạt động đầu tư,Tiền thuần sử dụng vào hoạt động đầu tư,,(33.658),(242.527),,-33658.0,-242527.0
LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
Cổ tức trả cho cổ đông,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Cổ tức trả cho cổ đông,Cổ tức trả cho cổ đông,24.4,(650),(575),244.0,-650.0,-575.0
Tiền thuần sử dụng vào hoạt động tài chính,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thuần sử dụng vào hoạt động tài chính,Tiền thuần sử dụng vào hoạt động tài chính,,(650),(575),,-650.0,-575.0
Tiền thuần trong năm,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thuần trong năm,Tiền thuần trong năm,,(1.045.133),882.846,,-1045133.0,882846.0
Tiền và các khoản tương đương tiền đầu năm,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,35,17.199.367,16.291.613,35.0,17199367.0,16291613.0
Điều chính ảnh hưởng của thay đổi tỷ giá,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Điều chính ảnh hưởng của thay đổi tỷ giá,Điều chính ảnh hưởng của thay đổi tỷ giá,,(10.399),24.908,,-10399.0,24908.0
Tiền và các khoản tương đương tiền cuối năm,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,35,,,35.0,,
Người lập:,Người lập:,Người lập:,Người kiểm soát:,,,,,
Ông Lưu Văn Hòa Kế toán,Ông Lưu Văn Hòa Kế toán,Ông Lưu Văn Hòa Kế toán,Ông Huỳnh Thanh Giang Kế toán Trường,,,,,
