row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,323.744,747.616,323744.0,747616.0
Thu nhập từ xử lý tài sản nhận cán trừ nợ,Thu nhập từ xử lý tài sản nhận cán trừ nợ,Thu nhập từ xử lý tài sản nhận cán trừ nợ,123.567,15.748,123567.0,15748.0
Thu từ thu hồi nợ đã xử lý rủi ro và trái phiếu VAMC,Thu từ thu hồi nợ đã xử lý rủi ro và trái phiếu VAMC,Thu từ thu hồi nợ đã xử lý rủi ro và trái phiếu VAMC,50.943,602.999,50943.0,602999.0
Thu thanh lý tài sản cố định,Thu thanh lý tài sản cố định,Thu thanh lý tài sản cố định,6.456,19.614,6456.0,19614.0
Thu lãi từ hợp đồng bán cố phiếu trả chậm,Thu lãi từ hợp đồng bán cố phiếu trả chậm,Thu lãi từ hợp đồng bán cố phiếu trả chậm,83.290,-,83290.0,
Cổ tức của cố phiếu nhận cán trừ nợ,Cổ tức của cố phiếu nhận cán trừ nợ,Cổ tức của cố phiếu nhận cán trừ nợ,2.083,12.696,2083.0,12696.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,57.405,96.559,57405.0,96559.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(8.537),(10.652),-8537.0,-10652.0
Chi thanh lý tài sản cố định,Chi thanh lý tài sản cố định,Chi thanh lý tài sản cố định,-,(128),,-128.0
Chi phí khác,Chi phí khác,Chi phí khác,(8.537),(10.524),-8537.0,-10524.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,315.207,736.964,315207.0,736964.0
