row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Tổng lợi nhuận kế toán trước thuếĐiều chỉnh lợi nhuận kế toán do hợp nhất báo cáotài chính,Tổng lợi nhuận kế toán trước thuếĐiều chỉnh lợi nhuận kế toán do hợp nhất báo cáotài chính,Tổng lợi nhuận kế toán trước thuếĐiều chỉnh lợi nhuận kế toán do hợp nhất báo cáotài chính,1.491.804,155.591,1491804.0,155591.0
Tổng lợi nhuận kế toán trước thuếĐiều chỉnh lợi nhuận kế toán do hợp nhất báo cáotài chính,Tổng lợi nhuận kế toán trước thuếĐiều chỉnh lợi nhuận kế toán do hợp nhất báo cáotài chính,Tổng lợi nhuận kế toán trước thuếĐiều chỉnh lợi nhuận kế toán do hợp nhất báo cáotài chính,250.797,142.876,250797.0,142876.0
Tổng lợi nhuận kế toán trước thuế trước điều chỉnhdo hợp nhất báo cáo tài chínhTrong đó:,Tổng lợi nhuận kế toán trước thuế trước điều chỉnhdo hợp nhất báo cáo tài chínhTrong đó:,Tổng lợi nhuận kế toán trước thuế trước điều chỉnhdo hợp nhất báo cáo tài chínhTrong đó:,1.742.601,298.467,1742601.0,298467.0
Ngân hàng mẹCác công ty con,Ngân hàng mẹCác công ty con,Ngân hàng mẹCác công ty con,1.483.620258.981,97.259201.208,1483620258981.0,97259201208.0
Thuế TNDN theo thuế suấtTrong đó:,Thuế TNDN theo thuế suấtTrong đó:,Thuế TNDN theo thuế suấtTrong đó:,,,,
Ngân hàng mẹCác công ty con,Thuế TNDN theo thuế suấtTrong đó: > Ngân hàng mẹCác công ty con,Ngân hàng mẹCác công ty con,296.72453.782,19.45242.664,29672453782.0,1945242664.0
"Các khoản điều chỉnh tăng:- Lỗ chênh lệch tỷ giá hối đoái chưa thực hiện- Chi phí không hợp lý, hợp lệ- Chi phí dự phòng tài sản có khác và cáckhoản đầu tư- Chi phí không được khấu trừ thuế củacông ty con","Thuế TNDN theo thuế suấtTrong đó: > Các khoản điều chỉnh tăng:- Lỗ chênh lệch tỷ giá hối đoái chưa thực hiện- Chi phí không hợp lý, hợp lệ- Chi phí dự phòng tài sản có khác và cáckhoản đầu tư- Chi phí không được khấu trừ thuế củacông ty con","Các khoản điều chỉnh tăng:- Lỗ chênh lệch tỷ giá hối đoái chưa thực hiện- Chi phí không hợp lý, hợp lệ- Chi phí dự phòng tài sản có khác và cáckhoản đầu tư- Chi phí không được khấu trừ thuế củacông ty con",11.75616.383-,40.3016.7426.402,,4030167426402.0
"Các khoản điều chỉnh tăng:- Lỗ chênh lệch tỷ giá hối đoái chưa thực hiện- Chi phí không hợp lý, hợp lệ- Chi phí dự phòng tài sản có khác và cáckhoản đầu tư- Chi phí không được khấu trừ thuế củacông ty con","Thuế TNDN theo thuế suấtTrong đó: > Các khoản điều chỉnh tăng:- Lỗ chênh lệch tỷ giá hối đoái chưa thực hiện- Chi phí không hợp lý, hợp lệ- Chi phí dự phòng tài sản có khác và cáckhoản đầu tư- Chi phí không được khấu trừ thuế củacông ty con","Các khoản điều chỉnh tăng:- Lỗ chênh lệch tỷ giá hối đoái chưa thực hiện- Chi phí không hợp lý, hợp lệ- Chi phí dự phòng tài sản có khác và cáckhoản đầu tư- Chi phí không được khấu trừ thuế củacông ty con",3.446,5.157,3446.0,5157.0
Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế khác- Lỗ chênh lệch tỷ giá nằm trước thực hiện trongnăm nay- Cần trừ thuế từ Ngân hàng TMCP Phương Namchuyển sang- Lỗ nằm trước chuyển sang của các công ty con,Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế khác- Lỗ chênh lệch tỷ giá nằm trước thực hiện trongnăm nay- Cần trừ thuế từ Ngân hàng TMCP Phương Namchuyển sang- Lỗ nằm trước chuyển sang của các công ty con,Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế khác- Lỗ chênh lệch tỷ giá nằm trước thực hiện trongnăm nay- Cần trừ thuế từ Ngân hàng TMCP Phương Namchuyển sang- Lỗ nằm trước chuyển sang của các công ty con,(78.137)(39.949)-,(34.336)(14.874)(1.379)-,,
Chi phí thuế TNDN ước tính trong năm,Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế khác- Lỗ chênh lệch tỷ giá nằm trước thực hiện trongnăm nay- Cần trừ thuế từ Ngân hàng TMCP Phương Namchuyển sang- Lỗ nằm trước chuyển sang của các công ty con > Chi phí thuế TNDN ước tính trong năm,Chi phí thuế TNDN ước tính trong năm,262.085,70.129,262085.0,70129.0
Thuế chuyển nhượng quyền sử dụng đất,Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế khác- Lỗ chênh lệch tỷ giá nằm trước thực hiện trongnăm nay- Cần trừ thuế từ Ngân hàng TMCP Phương Namchuyển sang- Lỗ nằm trước chuyển sang của các công ty con > Thuế chuyển nhượng quyền sử dụng đất,Thuế chuyển nhượng quyền sử dụng đất,15.977,4.615,15977.0,4615.0
Thuế chuyển nhượng quyền sử dụng đất,Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế khác- Lỗ chênh lệch tỷ giá nằm trước thực hiện trongnăm nay- Cần trừ thuế từ Ngân hàng TMCP Phương Namchuyển sang- Lỗ nằm trước chuyển sang của các công ty con > Thuế chuyển nhượng quyền sử dụng đất,Thuế chuyển nhượng quyền sử dụng đất,278.062,74.744,278062.0,74744.0
Nộp bổ sung thuế TNDN các nằm trước,Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế khác- Lỗ chênh lệch tỷ giá nằm trước thực hiện trongnăm nay- Cần trừ thuế từ Ngân hàng TMCP Phương Namchuyển sang- Lỗ nằm trước chuyển sang của các công ty con > Nộp bổ sung thuế TNDN các nằm trước,Nộp bổ sung thuế TNDN các nằm trước,75,787,75.0,787.0
Chi phí thuế TNDN hiện hành trong năm,Các khoản điều chỉnh giảm:- Thu nhập không chịu thuế khác- Lỗ chênh lệch tỷ giá nằm trước thực hiện trongnăm nay- Cần trừ thuế từ Ngân hàng TMCP Phương Namchuyển sang- Lỗ nằm trước chuyển sang của các công ty con > Chi phí thuế TNDN hiện hành trong năm,Chi phí thuế TNDN hiện hành trong năm,278.137,75.531,278137.0,75531.0
