row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,3.439.285,2.112.833,3439285.0,2112833.0
Thu từ dịch vụ ủy thác và đại lý,Thu từ dịch vụ ủy thác và đại lý,Thu từ dịch vụ ủy thác và đại lý,963.399,129.932,963399.0,129932.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,799.748,658.984,799748.0,658984.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,373.364,309.038,373364.0,309038.0
Thu từ hoạt động cho thuê kho,Thu từ hoạt động cho thuê kho,Thu từ hoạt động cho thuê kho,198.323,198.580,198323.0,198580.0
Thu từ dịch vụ hoa hồng hợp tác bảo hiểm,Thu từ dịch vụ hoa hồng hợp tác bảo hiểm,Thu từ dịch vụ hoa hồng hợp tác bảo hiểm,74.740,-,74740.0,
Thu về chi trả kiểu hối,Thu về chi trả kiểu hối,Thu về chi trả kiểu hối,46.649,39.344,46649.0,39344.0
Thu khác,Thu khác,Thu khác,983.062,776.955,983062.0,776955.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(815.454),(682.789),-815454.0,-682789.0
Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,(397.135),(294.370),-397135.0,-294370.0
"Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông",(209.326),(155.151),-209326.0,-155151.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,(68.609),(64.504),-68609.0,-64504.0
Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,(37.883),(30.635),-37883.0,-30635.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,(32.632),(47.945),-32632.0,-47945.0
Chi khác,Chi khác,Chi khác,(69.869),(90.184),-69869.0,-90184.0
,,,2.623.831,1.430.044,2623831.0,1430044.0
