row_label_raw,row_label_full,col_0,Giá trị số sách > Số cuối nămTriệu đồng,Giá trị số sách > Số đầu nămTriệu đồng,numeric__Giá trị số sách > Số cuối nămTriệu đồng,numeric__Giá trị số sách > Số đầu nămTriệu đồng
Bất động sản,Bất động sản,Bất động sản,306.001.481,272.861.101,306001481.0,272861101.0
Chứng từ có giá,Chứng từ có giá,Chứng từ có giá,33.349.823,31.007.741,33349823.0,31007741.0
Phương tiện vận chuyển,Phương tiện vận chuyển,Phương tiện vận chuyển,23.019.445,20.224.815,23019445.0,20224815.0
Hàng hóa lưu kho,Hàng hóa lưu kho,Hàng hóa lưu kho,6.274.860,5.148.331,6274860.0,5148331.0
Máy móc thiết bị,Máy móc thiết bị,Máy móc thiết bị,5.480.834,5.101.618,5480834.0,5101618.0
Tài sản khác,Tài sản khác,Tài sản khác,42.020.883,37.723.286,42020883.0,37723286.0
,,,416.147.326,372.066.892,416147326.0,372066892.0
