row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Phải trả nội bộ,Phải trả nội bộ,Phải trả nội bộ,516.925,44.909,516925.0,44909.0
Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,487.580,653,487580.0,653.0
Quỹ khen thưởng phúc lợi,Quỹ khen thưởng phúc lợi,Quỹ khen thưởng phúc lợi,1.481,25.790,1481.0,25790.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,27.864,18.466,27864.0,18466.0
Phải trả bên ngoài,Phải trả bên ngoài,Phải trả bên ngoài,1.796.062,1.266.348,1796062.0,1266348.0
Phải trả liên quan đến hoạt động thể,Phải trả liên quan đến hoạt động thể,Phải trả liên quan đến hoạt động thể,565.805,457.527,565805.0,457527.0
Phải trả liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,Phải trả liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,Phải trả liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,353.686,283,353686.0,283.0
Khoản phải trả trong việc xử lý nợ,Khoản phải trả trong việc xử lý nợ,Khoản phải trả trong việc xử lý nợ,147.377,-,147377.0,
Các khoản phải trả khách hàng,Các khoản phải trả khách hàng,Các khoản phải trả khách hàng,136.011,124.222,136011.0,124222.0
Thuế và các khoản phải nộp Nhà nước(Thuyết minh số 23),Thuế và các khoản phải nộp Nhà nước(Thuyết minh số 23),Thuế và các khoản phải nộp Nhà nước(Thuyết minh số 23),94.980,85.281,94980.0,85281.0
Phải trả công ty kiểu hối ước ngoài,Phải trả công ty kiểu hối ước ngoài,Phải trả công ty kiểu hối ước ngoài,93.949,103.070,93949.0,103070.0
Khoản đặt cọc mua tài sản nhận cán trừ nợ,Khoản đặt cọc mua tài sản nhận cán trừ nợ,Khoản đặt cọc mua tài sản nhận cán trừ nợ,83.751,129.921,83751.0,129921.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,57.691,42.023,57691.0,42023.0
Chuyển tiền phải trả,Chuyển tiền phải trả,Chuyển tiền phải trả,19.442,24.100,19442.0,24100.0
Quỹ Phát triển Khoa học và Công nghệ,Quỹ Phát triển Khoa học và Công nghệ,Quỹ Phát triển Khoa học và Công nghệ,11.836,15.731,11836.0,15731.0
Phải trả cổ tức (Thuyết minh số 24.4),Phải trả cổ tức (Thuyết minh số 24.4),Phải trả cổ tức (Thuyết minh số 24.4),9.549,10.199,9549.0,10199.0
Khác,Khác,Khác,221.985,273.991,221985.0,273991.0
,,,2.312.987,1.311.257,2312987.0,1311257.0
