row_label_raw,row_label_full,col_0,Trong nướcTriệu đồng,Nước ngoàiTriệu đồng,Tổng cộngTriệu đồng,numeric__Trong nướcTriệu đồng,numeric__Nước ngoàiTriệu đồng,numeric__Tổng cộngTriệu đồng
Tài sản tại ngày 31 tháng 12 năm 2017,Tài sản tại ngày 31 tháng 12 năm 2017,Tài sản tại ngày 31 tháng 12 năm 2017,Tài sản tại ngày 31 tháng 12 năm 2017,Tài sản tại ngày 31 tháng 12 năm 2017,Tài sản tại ngày 31 tháng 12 năm 2017,,,
Tiền gửi tại và cho vay các TCTD khác - gộp,Tài sản tại ngày 31 tháng 12 năm 2017 > Tiền gửi tại và cho vay các TCTD khác - gộp,Tiền gửi tại và cho vay các TCTD khác - gộp,5.612.208,1.761.164,7.373.372,5612208.0,1761164.0,7373372.0
Các công cụ tài chính phải sinh(Tổng giá trị giao dịch theo hợp đồng),Tài sản tại ngày 31 tháng 12 năm 2017 > Các công cụ tài chính phải sinh(Tổng giá trị giao dịch theo hợp đồng),Các công cụ tài chính phải sinh(Tổng giá trị giao dịch theo hợp đồng),6.423.674,429.401,6.853.075,6423674.0,429401.0,6853075.0
Cho vay và cho thuê tài chínhkhách hàng - gộp,Tài sản tại ngày 31 tháng 12 năm 2017 > Cho vay và cho thuê tài chínhkhách hàng - gộp,Cho vay và cho thuê tài chínhkhách hàng - gộp,218.290.369,4.656.261,222.946.630,218290369.0,4656261.0,222946630.0
Hoạt động mua nợ - gộp,Tài sản tại ngày 31 tháng 12 năm 2017 > Hoạt động mua nợ - gộp,Hoạt động mua nợ - gộp,648.763,-,648.763,648763.0,,648763.0
Chứng khoán kinh doanh vàchứng khoán đầu tư - gộp,Tài sản tại ngày 31 tháng 12 năm 2017 > Chứng khoán kinh doanh vàchứng khoán đầu tư - gộp,Chứng khoán kinh doanh vàchứng khoán đầu tư - gộp,75.336.824,561,75.337.385,75336824.0,561.0,75337385.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản tại ngày 31 tháng 12 năm 2017 > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",320.934,-,320.934,320934.0,,320934.0
Công nợ tại ngày 31 tháng 12 năm 2017,Công nợ tại ngày 31 tháng 12 năm 2017,Công nợ tại ngày 31 tháng 12 năm 2017,Công nợ tại ngày 31 tháng 12 năm 2017,Công nợ tại ngày 31 tháng 12 năm 2017,Công nợ tại ngày 31 tháng 12 năm 2017,,,
Các khoản nợ NHNN Việt Nam,Công nợ tại ngày 31 tháng 12 năm 2017 > Các khoản nợ NHNN Việt Nam,Các khoản nợ NHNN Việt Nam,231.484,-,231.484,231484.0,,231484.0
Tiền gửi và vay các TCTD khác,Công nợ tại ngày 31 tháng 12 năm 2017 > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,10.512.240,2.136.766,12.649.006,10512240.0,2136766.0,12649006.0
Tiền gửi của khách hàng,Công nợ tại ngày 31 tháng 12 năm 2017 > Tiền gửi của khách hàng,Tiền gửi của khách hàng,315.599.285,4.260.302,319.859.587,315599285.0,4260302.0,319859587.0
"Vốn tài trợ, ủy thác đầu tư, cho vay chịu rủi ro","Công nợ tại ngày 31 tháng 12 năm 2017 > Vốn tài trợ, ủy thác đầu tư, cho vay chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay chịu rủi ro",-,90.975,90.975,,90975.0,90975.0
Phát hành giấy tờ có giá,Công nợ tại ngày 31 tháng 12 năm 2017 > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,5.601.386,-,5.601.386,5601386.0,,5601386.0
Cam kết ngoại bảng tại ngày 31 tháng 12năm 2017,Cam kết ngoại bảng tại ngày 31 tháng 12năm 2017,Cam kết ngoại bảng tại ngày 31 tháng 12năm 2017,Cam kết ngoại bảng tại ngày 31 tháng 12năm 2017,Cam kết ngoại bảng tại ngày 31 tháng 12năm 2017,Cam kết ngoại bảng tại ngày 31 tháng 12năm 2017,,,
,,,27.825.868,2.685.795,30.511.663,27825868.0,2685795.0,30511663.0
