row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2022VND,30/9/2021VND,,
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,201.458.245.191,160.841.770.891,201458245191.0,160841770891.0
Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,64.433.530.407,62.481.994.024,64433530407.0,62481994024.0
Chi phí thuê,Chi phí thuê,Chi phí thuê,28.253.170.952,27.137.721.765,28253170952.0,27137721765.0
Chi phí tiếp khách,Chi phí tiếp khách,Chi phí tiếp khách,13.688.805.283,13.002.378.112,13688805283.0,13002378112.0
Chi phí công tác,Chi phí công tác,Chi phí công tác,10.379.350.253,5.314.297.362,10379350253.0,5314297362.0
Chi phí dịch vụ chuyên môn,Chi phí dịch vụ chuyên môn,Chi phí dịch vụ chuyên môn,6.231.783.240,7.581.013.556,6231783240.0,7581013556.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,80.729.125.866,51.815.526.915,80729125866.0,51815526915.0
Chi phí quản lý khác,Chi phí quản lý khác,Chi phí quản lý khác,117.053.351.230,97.641.661.313,117053351230.0,97641661313.0
,,,522.227.362.422,425.816.363.938,522227362422.0,425816363938.0
