row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,30/9/2022 VND,1/10/2021 VND,numeric__Mã số,numeric__Thuyết minh,numeric__30/9/2022 VND,numeric__1/10/2021 VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),TÀI SẢN > Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),100,,9.834.993.231.398,18.655.160.349.585,100.0,,9834993231398.0,18655160349585.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,5,330.134.957.719,492.796.782.190,110.0,5.0,330134957719.0,492796782190.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,312.367.302.226,461.926.662.510,111.0,,312367302226.0,461926662510.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,17.767.655.493,30.870.119.680,112.0,,17767655493.0,30870119680.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,8.698.661.821,28.003.792.159,120.0,,8698661821.0,28003792159.0
Đầu tư nắm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,6(a),8.698.661.821,28.003.792.159,123.0,,8698661821.0,28003792159.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,1.452.105.119.089,4.534.902.423.539,130.0,,1452105119089.0,4534902423539.0
Phải thu của khách hàng,TÀI SẢN > Phải thu của khách hàng,Phải thu của khách hàng,131,7(a),1.185.661.917.716,4.323.663.158.680,131.0,,1185661917716.0,4323663158680.0
Trả trước cho người bán,TÀI SẢN > Trả trước cho người bán,Trả trước cho người bán,132,8,117.395.280.068,68.897.236.027,132.0,8.0,117395280068.0,68897236027.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,9(a),162.755.089.894,159.191.323.984,136.0,,162755089894.0,159191323984.0
Dự phòng phải thu khó đòi,TÀI SẢN > Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,137,7(c),(13.707.168.589),(16.849.295.152),137.0,,-13707168589.0,-16849295152.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,10,7.395.309.339.966,12.349.095.948.022,140.0,10.0,7395309339966.0,12349095948022.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,8.110.988.499.714,12.555.990.962.429,141.0,,8110988499714.0,12555990962429.0
Dự phòng giảm giá hàng tồn kho,TÀI SẢN > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(715.679.159.748),(206.895.014.407),149.0,,-715679159748.0,-206895014407.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,648.745.152.803,1.250.361.403.675,150.0,,648745152803.0,1250361403675.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,14(a),139.831.025.949,136.435.025.777,151.0,,139831025949.0,136435025777.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,372.839.784.442,1.108.616.194.136,152.0,,372839784442.0,1108616194136.0
Thuế phải thu Nhà nước,TÀI SẢN > Thuế phải thu Nhà nước,Thuế phải thu Nhà nước,153,17(b),136.074.342.412,5.310.183.762,153.0,,136074342412.0,5310183762.0
