row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2022VND,30/9/2021VND,,
Công ty thuộc sở hữu của Chủ tịch Tập đoàn,Công ty thuộc sở hữu của Chủ tịch Tập đoàn,Công ty thuộc sở hữu của Chủ tịch Tập đoàn,Công ty thuộc sở hữu của Chủ tịch Tập đoàn,Công ty thuộc sở hữu của Chủ tịch Tập đoàn,,
Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,,
Bán hàng hóa và thành phẩm,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Bán hàng hóa và thành phẩm,Bán hàng hóa và thành phẩm,4.491.502.543.753,3.491.098.491.681,4491502543753.0,3491098491681.0
Cho thuê tài sản,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Cho thuê tài sản,Cho thuê tài sản,3.486.352.344,3.486.352.344,3486352344.0,3486352344.0
Mua hàng hóa và thành phẩm,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Mua hàng hóa và thành phẩm,Mua hàng hóa và thành phẩm,13.030.000,65.433.048,13030000.0,65433048.0
Chiết khấu thương mại,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Chiết khấu thương mại,Chiết khấu thương mại,61.952.016.618,29.951.547.928,61952016618.0,29951547928.0
Mua dịch vụ vận chuyển,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Mua dịch vụ vận chuyển,Mua dịch vụ vận chuyển,69.512.797.002,71.877.987.424,69512797002.0,71877987424.0
Chi phí thuê hoạt động,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Chi phí thuê hoạt động,Chi phí thuê hoạt động,11.735.093.390,10.324.829.089,11735093390.0,10324829089.0
Hàng bán trả lại,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Hàng bán trả lại,Hàng bán trả lại,4.584.783.491,7.332.794.966,4584783491.0,7332794966.0
Lãi trả chậm,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Lãi trả chậm,Lãi trả chậm,4.855.265,4.314.972.614,4855265.0,4314972614.0
Giảm giá hàng bán,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Giảm giá hàng bán,Giảm giá hàng bán,54.727.273,-,54727273.0,
Bán tài sản cố định,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Bán tài sản cố định,Bán tài sản cố định,836.100.000,278.700.000,836100000.0,278700000.0
Bán khác,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Bán khác,Bán khác,149.588.019,217.541.773,149588019.0,217541773.0
Mua khác,Công ty TNHH Tập đoàn Đầu tư Hoa Sen > Mua khác,Mua khác,7.004.452,4.028.182,7004452.0,4028182.0
Công ty TNHH Một Thành Viên Đầu tư Hoa Sen Nghệ An,Công ty TNHH Một Thành Viên Đầu tư Hoa Sen Nghệ An,Công ty TNHH Một Thành Viên Đầu tư Hoa Sen Nghệ An,Công ty TNHH Một Thành Viên Đầu tư Hoa Sen Nghệ An,Công ty TNHH Một Thành Viên Đầu tư Hoa Sen Nghệ An,,
Mua dịch vụ vận chuyển,Công ty TNHH Một Thành Viên Đầu tư Hoa Sen Nghệ An > Mua dịch vụ vận chuyển,Mua dịch vụ vận chuyển,52.736.771.622,56.691.234.612,52736771622.0,56691234612.0
Cho thuê tài sản,Công ty TNHH Một Thành Viên Đầu tư Hoa Sen Nghệ An > Cho thuê tài sản,Cho thuê tài sản,223.500.000,227.000.000,223500000.0,227000000.0
Thành viên Hội đồng Quản trị,Thành viên Hội đồng Quản trị,Thành viên Hội đồng Quản trị,Thành viên Hội đồng Quản trị,Thành viên Hội đồng Quản trị,,
Thù lao,Thù lao,Thù lao,Thù lao,Thù lao,,
Ông Lê Phước Vũ – Chủ tịch,Thù lao > Ông Lê Phước Vũ – Chủ tịch,Ông Lê Phước Vũ – Chủ tịch,360.000.000,360.000.000,360000000.0,360000000.0
Ông Trần Ngọc Chu – Phó Chủ tịch,Thù lao > Ông Trần Ngọc Chu – Phó Chủ tịch,Ông Trần Ngọc Chu – Phó Chủ tịch,300.000.000,300.000.000,300000000.0,300000000.0
Ông Trần Quốc Trí – Thành viên,Thù lao > Ông Trần Quốc Trí – Thành viên,Ông Trần Quốc Trí – Thành viên,240.000.000,240.000.000,240000000.0,240000000.0
Ông Lý Văn Xuân – Thành viên,Thù lao > Ông Lý Văn Xuân – Thành viên,Ông Lý Văn Xuân – Thành viên,300.000.000,290.000.000,300000000.0,290000000.0
Ông Nguyễn Văn Luân – Thành viên,Thù lao > Ông Nguyễn Văn Luân – Thành viên,Ông Nguyễn Văn Luân – Thành viên,360.000.000,340.000.000,360000000.0,340000000.0
Ông Đình Việt Duy – Thành viên,Thù lao > Ông Đình Việt Duy – Thành viên,Ông Đình Việt Duy – Thành viên,300.000.000,290.000.000,300000000.0,290000000.0
Tổng Giám đốc,Tổng Giám đốc,Tổng Giám đốc,Tổng Giám đốc,Tổng Giám đốc,,
"Lương, thường và các khoản trợ cấp","Tổng Giám đốc > Lương, thường và các khoản trợ cấp","Lương, thường và các khoản trợ cấp",2.706.721.532,1.967.900.022,2706721532.0,1967900022.0
Các thành viên khác của Ban Tổng Giám đốc và,Các thành viên khác của Ban Tổng Giám đốc và,Các thành viên khác của Ban Tổng Giám đốc và,Các thành viên khác của Ban Tổng Giám đốc và,Các thành viên khác của Ban Tổng Giám đốc và,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,,
