row_label_raw,row_label_full,STT,Tên công ty,Địa chỉ,Ngành nghề chính,Tỷ lệ quyền biểu quyết,Tỷ lệ vốn góp,Tỷ lệ lợi ích,numeric__Tên công ty,numeric__Địa chỉ,numeric__Ngành nghề chính,numeric__Tỷ lệ quyền biểu quyết,numeric__Tỷ lệ vốn góp,numeric__Tỷ lệ lợi ích
1.,1.,1.,Công ty Cổ phần Dịch vụ Căng Đồng Nai,"Khu phố Bình Dương, phường Long Bình Tân, thành phố Biên Hòa, tỉnh Đồng Nai","Khai thác cảng, kỹ thuật, cung ứng, logistic","45,00%","45,00%","22,95%",,,,0.45,0.45,0.22949999999999998
2.,2.,2.,Công ty Cổ phần Cấp nước Gia Tân,"Số 48, Cách Mạng Tháng Tám, phường Quyết Thắng, thành phố Biên Hoà, tỉnh Đồng Nai","Khai thác, xử lý và cung cấp nước","14,93%","14,93%","9,55%",,,,0.1493,0.1493,0.0955
3.,3.,3.,Công ty Cổ phần Dịch vụ và Xây dựng Cấp Nước Đồng Nai,"Số 52, Cách Mạng Tháng Tám, phường Quyết Thắng, thành phố Biên Hoà, tỉnh Đồng Nai",Lắp đặt ống cấp thoát nước; thiết kế công trình dân dụng; khai thác nước phục vụ công nghiệp,"36,00%","36,00%","23,04%",,,,0.36,0.36,0.2304
4.,4.,4.,Công ty Cổ phần Căng Long Thành,"Căng Gò Dầu A, xã Phước Thái, huyện Long Thành, tỉnh Đồng Nai",Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải,"30,00%","30,00%","15,30%",,,,0.3,0.3,0.153
5.,5.,5.,Công ty Cổ phần BOT 319 Cường Thuận CTI,"Số 315, đường Võ Nguyên Giáp, phường Phước Tân, thành phố Biên Hòa, tỉnh Đồng Nai",Xây dựng công trình đường sắt và đường bộ,"30,00%","30,00%","20,74%",,,,0.3,0.3,0.20739999999999997
