row_label_raw,row_label_full,col_0,Tại ngày 31/12/2022VND > Giá trị,Tại ngày 31/12/2022VND > Dự phòng,Tại ngày 01/01/2022VND > Giá trị,Tại ngày 01/01/2022VND > Dự phòng,numeric__Tại ngày 31/12/2022VND > Giá trị,numeric__Tại ngày 31/12/2022VND > Dự phòng,numeric__Tại ngày 01/01/2022VND > Giá trị,numeric__Tại ngày 01/01/2022VND > Dự phòng
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,,,
Phải thu khác bên liên quan,Ngắn hạn: > Phải thu khác bên liên quan,Phải thu khác bên liên quan,-,-,394.232.145,-,,,394232145.0,
Đầu tư hợp tác kinh doanh với bên liên quan (*) - Xem thêm Mục 8,Ngắn hạn: > Đầu tư hợp tác kinh doanh với bên liên quan (*) - Xem thêm Mục 8,Đầu tư hợp tác kinh doanh với bên liên quan (*) - Xem thêm Mục 8,5.713.699.087,-,93.062.403.717,-,5713699087.0,,93062403717.0,
Dự thu lãi tiền gửi,Ngắn hạn: > Dự thu lãi tiền gửi,Dự thu lãi tiền gửi,47.438.706.121,-,59.663.811.379,-,47438706121.0,,59663811379.0,
"Khoản tiền bởi thường về việc Phê duyệt bởi thường, hỗ trợ thuộc dự án cụm công nghiệp Long Phước 1 tại xã Long Phước, huyện Long Thành","Ngắn hạn: > Khoản tiền bởi thường về việc Phê duyệt bởi thường, hỗ trợ thuộc dự án cụm công nghiệp Long Phước 1 tại xã Long Phước, huyện Long Thành","Khoản tiền bởi thường về việc Phê duyệt bởi thường, hỗ trợ thuộc dự án cụm công nghiệp Long Phước 1 tại xã Long Phước, huyện Long Thành",32.743.769.000,-,32.297.164.346,-,32743769000.0,,32297164346.0,
Tạm ứng kinh phí bởi thường dự án khu công nghiệp Tân Đức,Ngắn hạn: > Tạm ứng kinh phí bởi thường dự án khu công nghiệp Tân Đức,Tạm ứng kinh phí bởi thường dự án khu công nghiệp Tân Đức,80.000.000.000,-,30.000.000.000,-,80000000000.0,,30000000000.0,
"Kỹ quỹ, ký cược","Ngắn hạn: > Kỹ quỹ, ký cược","Kỹ quỹ, ký cược",14.890.732.736,-,14.752.619.325,-,14890732736.0,,14752619325.0,
Phải thu khác,Ngắn hạn: > Phải thu khác,Phải thu khác,40.400.042.698,-,37.545.126.295,-,40400042698.0,,37545126295.0,
Cộng,Ngắn hạn: > Cộng,Cộng,221.186.949.642,-,267.715.357.207,-,221186949642.0,,267715357207.0,
Dải hạn:,Dải hạn:,Dải hạn:,Dải hạn:,Dải hạn:,Dải hạn:,Dải hạn:,,,,
Đầu tư hợp tác kinh doanh với Công ty Cổ phần ICD Tân Cảng -Long Bình (**),Dải hạn: > Đầu tư hợp tác kinh doanh với Công ty Cổ phần ICD Tân Cảng -Long Bình (**),Đầu tư hợp tác kinh doanh với Công ty Cổ phần ICD Tân Cảng -Long Bình (**),91.470.000.000,-,91.470.000.000,-,91470000000.0,,91470000000.0,
"Ký quỹ, ký cược","Dải hạn: > Ký quỹ, ký cược","Ký quỹ, ký cược",25.659.866.997,-,25.344.001.120,-,25659866997.0,,25344001120.0,
Phải thu khác,Dải hạn: > Phải thu khác,Phải thu khác,10.156.670.939,(6.476.078.400),10.156.670.939,(6.476.078.400),10156670939.0,-6476078400.0,10156670939.0,-6476078400.0
Cộng,Dải hạn: > Cộng,Cộng,127.286.537.936,(6.476.078.400),126.970.672.059,(6.476.078.400),127286537936.0,-6476078400.0,126970672059.0,-6476078400.0
