row_label_raw,row_label_full,col_0,Năm 2022VND,Năm 2021VND,numeric__Năm 2022VND,numeric__Năm 2021VND
"Bán hàng hóa, cung cấp dịch vụ:","Bán hàng hóa, cung cấp dịch vụ:","Bán hàng hóa, cung cấp dịch vụ:","Bán hàng hóa, cung cấp dịch vụ:","Bán hàng hóa, cung cấp dịch vụ:",,
Công ty Cổ phần Kinh doanh nhà Đồng Nai,"Bán hàng hóa, cung cấp dịch vụ: > Công ty Cổ phần Kinh doanh nhà Đồng Nai",Công ty Cổ phần Kinh doanh nhà Đồng Nai,114.475.149.037,56.704.453.296,114475149037.0,56704453296.0
Công ty Cổ phần Xây dựng Đồng Nai,"Bán hàng hóa, cung cấp dịch vụ: > Công ty Cổ phần Xây dựng Đồng Nai",Công ty Cổ phần Xây dựng Đồng Nai,3.621.921.480,2.199.481.040,3621921480.0,2199481040.0
Công ty Cổ phần Cảng Long Thành,"Bán hàng hóa, cung cấp dịch vụ: > Công ty Cổ phần Cảng Long Thành",Công ty Cổ phần Cảng Long Thành,634.984.149,591.828.859,634984149.0,591828859.0
Trường Cao đẳng Công nghệ và Quản trị Sonadezi,"Bán hàng hóa, cung cấp dịch vụ: > Trường Cao đẳng Công nghệ và Quản trị Sonadezi",Trường Cao đẳng Công nghệ và Quản trị Sonadezi,516.568.325,575.292.250,516568325.0,575292250.0
Công ty Cổ phần Dịch vụ Cảng Đồng Nai,"Bán hàng hóa, cung cấp dịch vụ: > Công ty Cổ phần Dịch vụ Cảng Đồng Nai",Công ty Cổ phần Dịch vụ Cảng Đồng Nai,410.938.402,339.846.168,410938402.0,339846168.0
Công ty Cổ phần Sơn Đồng Nai,"Bán hàng hóa, cung cấp dịch vụ: > Công ty Cổ phần Sơn Đồng Nai",Công ty Cổ phần Sơn Đồng Nai,402.909.545,464.147.022,402909545.0,464147022.0
Công ty Cổ phần Dịch vụ và Xây dựng,Công ty Cổ phần Dịch vụ và Xây dựng,Công ty Cổ phần Dịch vụ và Xây dựng,,,,
Cấp nước Đồng Nai,Công ty Cổ phần Dịch vụ và Xây dựng > Cấp nước Đồng Nai,Cấp nước Đồng Nai,131.107.471,544.208.871,131107471.0,544208871.0
Công ty Cổ phần Cấp nước Gia Tân,Công ty Cổ phần Dịch vụ và Xây dựng > Công ty Cổ phần Cấp nước Gia Tân,Công ty Cổ phần Cấp nước Gia Tân,-,1.090.900,,1090900.0
Công ty TNHH Tiên Triết,Công ty Cổ phần Dịch vụ và Xây dựng > Công ty TNHH Tiên Triết,Công ty TNHH Tiên Triết,-,296.662.021,,296662021.0
Cộng - Xem thêm Mục 5.1,Công ty Cổ phần Dịch vụ và Xây dựng > Cộng - Xem thêm Mục 5.1,Cộng - Xem thêm Mục 5.1,120.193.578.409,61.717.010.427,120193578409.0,61717010427.0
"Mua hàng hóa, dịch vụ:","Mua hàng hóa, dịch vụ:","Mua hàng hóa, dịch vụ:","Mua hàng hóa, dịch vụ:","Mua hàng hóa, dịch vụ:",,
Công ty Cổ phần Kinh doanh nhà Đồng Nai,"Mua hàng hóa, dịch vụ: > Công ty Cổ phần Kinh doanh nhà Đồng Nai",Công ty Cổ phần Kinh doanh nhà Đồng Nai,127.410.272.846,-,127410272846.0,
Công ty Cổ phần Xây dựng Đồng Nai,"Mua hàng hóa, dịch vụ: > Công ty Cổ phần Xây dựng Đồng Nai",Công ty Cổ phần Xây dựng Đồng Nai,80.979.431.033,57.962.019.681,80979431033.0,57962019681.0
Công ty Cổ phần Dịch vụ Cảng Đồng Nai,"Mua hàng hóa, dịch vụ: > Công ty Cổ phần Dịch vụ Cảng Đồng Nai",Công ty Cổ phần Dịch vụ Cảng Đồng Nai,59.653.757.598,50.787.945.502,59653757598.0,50787945502.0
Trường Cao đẳng Công nghệ và Quản trị Sonadezi,"Mua hàng hóa, dịch vụ: > Trường Cao đẳng Công nghệ và Quản trị Sonadezi",Trường Cao đẳng Công nghệ và Quản trị Sonadezi,522.291.875,838.875.000,522291875.0,838875000.0
Công ty Cổ phần Dịch vụ và Xây dựng,Công ty Cổ phần Dịch vụ và Xây dựng,Công ty Cổ phần Dịch vụ và Xây dựng,,,,
Cấp nước Đồng Nai,Công ty Cổ phần Dịch vụ và Xây dựng > Cấp nước Đồng Nai,Cấp nước Đồng Nai,7.875.683.933,655.154.774,7875683933.0,655154774.0
Công ty Cổ phần Cảng Long Thành,Công ty Cổ phần Dịch vụ và Xây dựng > Công ty Cổ phần Cảng Long Thành,Công ty Cổ phần Cảng Long Thành,31.632.800,253.507.720,31632800.0,253507720.0
Công ty TNHH Tiên Triết,Công ty Cổ phần Dịch vụ và Xây dựng > Công ty TNHH Tiên Triết,Công ty TNHH Tiên Triết,-,4.097.814.740,,4097814740.0
Cộng,Công ty Cổ phần Dịch vụ và Xây dựng > Cộng,Cộng,276.473.070.085,114.595.317.417,276473070085.0,114595317417.0
