row_label_raw,row_label_full,CHỈ TIÊU,Mã số,TM,Năm 2022,Năm 2021,numeric__Mã số,numeric__TM,numeric__Năm 2022,numeric__Năm 2021
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1,5.1,5.293.172.692.194,5.187.299.013.415,1.0,51.0,5293172692194.0,5187299013415.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2,,-,4.955.700,2.0,,,4955700.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,5.293.172.692.194,5.187.294.057.715,10.0,,5293172692194.0,5187294057715.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,5.2,3.572.440.169.839,3.098.511.894.316,11.0,52.0,3572440169839.0,3098511894316.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,1.720.732.522.355,2.088.782.163.399,20.0,,1720732522355.0,2088782163399.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,5.3,304.171.140.469,344.296.034.303,21.0,53.0,304171140469.0,344296034303.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,5.4,138.577.442.116,122.409.050.871,22.0,54.0,138577442116.0,122409050871.0
"Trong đó, chi phí lãi vay","Trong đó, chi phí lãi vay","Trong đó, chi phí lãi vay",23,,113.822.839.535,119.615.910.836,23.0,,113822839535.0,119615910836.0
8. Phản lãi hoặc lỗ trong công ty liên kết,8. Phản lãi hoặc lỗ trong công ty liên kết,8. Phản lãi hoặc lỗ trong công ty liên kết,24,,2.457.330.965,(6.885.830.148),24.0,,2457330965.0,-6885830148.0
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,5.5,121.571.320.661,120.114.833.189,25.0,55.0,121571320661.0,120114833189.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,5.6,433.084.498.355,446.288.284.383,26.0,56.0,433084498355.0,446288284383.0
11. Lợi nhuận thuần từ hoạt động kinh doanh,11. Lợi nhuận thuần từ hoạt động kinh doanh,11. Lợi nhuận thuần từ hoạt động kinh doanh,30,,1.334.127.732.657,1.737.380.199.111,30.0,,1334127732657.0,1737380199111.0
12. Thu nhập khác,12. Thu nhập khác,12. Thu nhập khác,31,,26.246.168.902,50.161.545.858,31.0,,26246168902.0,50161545858.0
13. Chi phí khác,13. Chi phí khác,13. Chi phí khác,32,,40.563.573.728,13.276.785.217,32.0,,40563573728.0,13276785217.0
14. Lợi nhuận khác,14. Lợi nhuận khác,14. Lợi nhuận khác,40,,(14.317.404.826),36.884.760.641,40.0,,-14317404826.0,36884760641.0
15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,50,,1.319.810.327.831,1.774.264.959.752,50.0,,1319810327831.0,1774264959752.0
16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,51,5.8,219.618.424.143,292.314.257.717,51.0,58.0,219618424143.0,292314257717.0
17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,52,5.9,(18.377.537.229),(17.036.451.820),52.0,59.0,-18377537229.0,-17036451820.0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,1.118.569.440.917,1.498.987.153.855,60.0,,1118569440917.0,1498987153855.0
19. Lợi nhuận sau thuế của công ty mẹ,19. Lợi nhuận sau thuế của công ty mẹ,19. Lợi nhuận sau thuế của công ty mẹ,61,,628.427.719.804,903.325.033.551,61.0,,628427719804.0,903325033551.0
20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,490.141.721.113,595.662.120.304,62.0,,490141721113.0,595662120304.0
21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,70,4.22.3,1.471,2.202,70.0,4223.0,1471.0,2202.0
22. Lãi suy giảm trên cổ phiếu,22. Lãi suy giảm trên cổ phiếu,22. Lãi suy giảm trên cổ phiếu,71,4.22.3,1.471,2.202,71.0,4223.0,1471.0,2202.0
