row_label_raw,row_label_full,col_0,Tại ngày 01/01/2022VND > Giá trị,Tại ngày 01/01/2022VND > Số có khả năngtrả nợ,Trong nămVND > Tăng,Trong nămVND > Giảm,Tại ngày 31/12/2022VND > Giá trị,Tại ngày 31/12/2022VND > Số có khả năngtrả nợ,numeric__Tại ngày 01/01/2022VND > Giá trị,numeric__Tại ngày 01/01/2022VND > Số có khả năngtrả nợ,numeric__Trong nămVND > Tăng,numeric__Trong nămVND > Giảm,numeric__Tại ngày 31/12/2022VND > Giá trị,numeric__Tại ngày 31/12/2022VND > Số có khả năngtrả nợ
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,,,,,
Vay ngân hàng,Ngắn hạn: > Vay ngân hàng,Vay ngân hàng,1.122.978.247.519,1.122.978.247.519,1.817.865.473.269,1.859.514.521.473,1.081.329.199.315,1.081.329.199.315,1122978247519.0,1122978247519.0,1817865473269.0,1859514521473.0,1081329199315.0,1081329199315.0
Trải phiếu (*),Ngắn hạn: > Trải phiếu (*),Trải phiếu (*),100.000.000.000,100.000.000.000,100.000.000.000,100.000.000.000,100.000.000.000,100.000.000.000,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0
Cộng,Ngắn hạn: > Cộng,Cộng,1.222.978.247.519,1.222.978.247.519,1.917.865.473.269,1.959.514.521.473,1.181.329.199.315,1.181.329.199.315,1222978247519.0,1222978247519.0,1917865473269.0,1959514521473.0,1181329199315.0,1181329199315.0
Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,,,,,,
Vay ngân hàng,Dài hạn: > Vay ngân hàng,Vay ngân hàng,3.478.633.116.410,3.478.633.116.410,1.228.286.714.502,1.187.636.534.408,3.519.283.296.504,3.519.283.296.504,3478633116410.0,3478633116410.0,1228286714502.0,1187636534408.0,3519283296504.0,3519283296504.0
Trải phiếu (*),Dài hạn: > Trải phiếu (*),Trải phiếu (*),398.796.000.000,398.796.000.000,301.000.000,100.000.000.000,299.097.000.000,299.097.000.000,398796000000.0,398796000000.0,301000000.0,100000000000.0,299097000000.0,299097000000.0
Cộng,Dài hạn: > Cộng,Cộng,3.877.429.116.410,3.877.429.116.410,1.228.587.714.502,1.287.636.534.408,3.818.380.296.504,3.818.380.296.504,3877429116410.0,3877429116410.0,1228587714502.0,1287636534408.0,3818380296504.0,3818380296504.0
Tổng cộng,Dài hạn: > Tổng cộng,Tổng cộng,5.100.407.363.929,5.100.407.363.929,3.146.453.187.771,3.247.151.055.881,4.999.709.495.819,4.999.709.495.819,5100407363929.0,5100407363929.0,3146453187771.0,3247151055881.0,4999709495819.0,4999709495819.0
