row_label_raw,row_label_full,TÀI SẢN,Mã số,TM,Tại ngày 31/12/2022,Tại ngày 01/01/2022,numeric__Mã số,numeric__TM,numeric__Tại ngày 31/12/2022,numeric__Tại ngày 01/01/2022
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,7.753.227.839.918,6.600.327.947.445,100.0,,7753227839918.0,6600327947445.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,4.1,1.405.792.705.846,1.350.305.311.174,110.0,41.0,1405792705846.0,1350305311174.0
1. Tiền,1. Tiền,1. Tiền,111,,520.805.071.112,397.118.313.494,111.0,,520805071112.0,397118313494.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,884.987.634.734,953.186.997.680,112.0,,884987634734.0,953186997680.0
II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,120,4.2,2.502.719.566.668,2.603.918.002.058,120.0,42.0,2502719566668.0,2603918002058.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,,219.325.919.999,222.213.419.999,121.0,,219325919999.0,222213419999.0
2. Đầu tư nằm giữ đến ngày đáo hạn,2. Đầu tư nằm giữ đến ngày đáo hạn,2. Đầu tư nằm giữ đến ngày đáo hạn,123,,2.283.393.646.669,2.381.704.582.059,123.0,,2283393646669.0,2381704582059.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,1.912.943.001.731,2.141.077.284.275,130.0,,1912943001731.0,2141077284275.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,4.3,594.825.437.491,678.835.146.546,131.0,43.0,594825437491.0,678835146546.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,4.4,1.146.162.863.616,1.232.737.360.269,132.0,44.0,1146162863616.0,1232737360269.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,4.5,221.186.949.642,267.715.357.207,136.0,45.0,221186949642.0,267715357207.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,4.6,(49.232.249.018),(38.210.579.747),137.0,46.0,-49232249018.0,-38210579747.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,4.7,1.793.556.155.482,412.230.057.278,140.0,47.0,1793556155482.0,412230057278.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,1.793.689.337.432,412.363.239.228,141.0,,1793689337432.0,412363239228.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(133.181.950),(133.181.950),149.0,,-133181950.0,-133181950.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,138.216.410.191,92.797.292.660,150.0,,138216410191.0,92797292660.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,4.12,5.584.874.802,4.765.465.589,151.0,412.0,5584874802.0,4765465589.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,125.612.274.638,83.893.451.082,152.0,,125612274638.0,83893451082.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,4.15,7.019.260.751,4.138.375.989,153.0,415.0,7019260751.0,4138375989.0
