row_label_raw,row_label_full,NGUỒN VỐN,Mã số,TM,Tại ngày 31/12/2022,Tại ngày 01/01/2022,numeric__Mã số,numeric__TM,numeric__Tại ngày 31/12/2022,numeric__Tại ngày 01/01/2022
C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,300,,13.143.369.754.524,12.698.978.398.077,300.0,,13143369754524.0,12698978398077.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,3.643.136.405.687,3.272.538.213.457,310.0,,3643136405687.0,3272538213457.0
1. Nợ phải trả người bán ngắn hạn,1. Nợ phải trả người bán ngắn hạn,1. Nợ phải trả người bán ngắn hạn,311,4.13,722.790.976.078,616.859.410.076,311.0,413.0,722790976078.0,616859410076.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,4.14,506.128.948.830,384.802.939.386,312.0,414.0,506128948830.0,384802939386.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,4.15,92.653.945.590,127.446.684.912,313.0,415.0,92653945590.0,127446684912.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,4.16,135.631.175.203,169.168.985.816,314.0,416.0,135631175203.0,169168985816.0
5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,315,4.17,144.836.863.223,145.560.491.565,315.0,417.0,144836863223.0,145560491565.0
6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,318,4.18,184.500.480.486,178.849.205.484,318.0,418.0,184500480486.0,178849205484.0
7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,319,4.19,417.545.113.144,188.161.883.615,319.0,419.0,417545113144.0,188161883615.0
8. Vay ngắn hạn,8. Vay ngắn hạn,8. Vay ngắn hạn,320,4.20,1.181.329.199.315,1.222.978.247.519,320.0,420.0,1181329199315.0,1222978247519.0
9. Dự phòng phải trả ngắn hạn,9. Dự phòng phải trả ngắn hạn,9. Dự phòng phải trả ngắn hạn,321,,22.193.008.740,25.446.393.736,321.0,,22193008740.0,25446393736.0
"10. Quỹ khen thưởng, phúc lợi","10. Quỹ khen thưởng, phúc lợi","10. Quỹ khen thưởng, phúc lợi",322,4.21,235.526.695.078,213.263.971.348,322.0,421.0,235526695078.0,213263971348.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,9.500.233.348.837,9.426.440.184.620,330.0,,9500233348837.0,9426440184620.0
1. Người mua trả tiền trước dài hạn,1. Người mua trả tiền trước dài hạn,1. Người mua trả tiền trước dài hạn,332,,10.753.755.089,11.753.755.089,332.0,,10753755089.0,11753755089.0
2. Chi phí phải trả dài hạn,2. Chi phí phải trả dài hạn,2. Chi phí phải trả dài hạn,333,4.17,650.324.444.557,651.422.554.945,333.0,417.0,650324444557.0,651422554945.0
3. Doanh thu chưa thực hiện dài hạn,3. Doanh thu chưa thực hiện dài hạn,3. Doanh thu chưa thực hiện dài hạn,336,4.18,4.717.819.871.482,4.406.957.998.921,336.0,418.0,4717819871482.0,4406957998921.0
4. Phải trả dài hạn khác,4. Phải trả dài hạn khác,4. Phải trả dài hạn khác,337,4.19,300.033.383.242,476.117.611.251,337.0,419.0,300033383242.0,476117611251.0
5. Vay dài hạn,5. Vay dài hạn,5. Vay dài hạn,338,4.20,3.818.380.296.504,3.877.429.116.410,338.0,420.0,3818380296504.0,3877429116410.0
6. Dự phòng phải trả dài hạn,6. Dự phòng phải trả dài hạn,6. Dự phòng phải trả dài hạn,342,,2.921.597.963,2.759.148.004,342.0,,2921597963.0,2759148004.0
