row_label_raw,row_label_full,TÀI SẢN,Mã số,TM,Tại ngày 31/12/2022,Tại ngày 01/01/2022,numeric__Mã số,numeric__TM,numeric__Tại ngày 31/12/2022,numeric__Tại ngày 01/01/2022
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,14.911.138.765.175,15.371.442.169.819,200.0,,14911138765175.0,15371442169819.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,121.010.459.536,120.694.593.659,210.0,,121010459536.0,120694593659.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,,74.540.000,74.540.000,211.0,,74540000.0,74540000.0
2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,212,,200.000.000,200.000.000,212.0,,200000000.0,200000000.0
3. Phải thu dài hạn khác,3. Phải thu dài hạn khác,3. Phải thu dài hạn khác,216,4.5,127.286.537.936,126.970.672.059,216.0,45.0,127286537936.0,126970672059.0
4. Dự phòng phải thu dài hạn khó đòi,4. Dự phòng phải thu dài hạn khó đòi,4. Dự phòng phải thu dài hạn khó đòi,219,4.6,(6.550.618.400),(6.550.618.400),219.0,46.0,-6550618400.0,-6550618400.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,4.906.329.652.347,4.634.139.748.740,220.0,,4906329652347.0,4634139748740.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,4.8,4.569.258.527.640,4.280.488.810.868,221.0,48.0,4569258527640.0,4280488810868.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,9.359.187.952.568,8.553.043.776.980,222.0,,9359187952568.0,8553043776980.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(4.789.929.424.928),(4.272.554.966.112),223.0,,-4789929424928.0,-4272554966112.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,4.9,337.071.124.707,353.650.937.872,227.0,49.0,337071124707.0,353650937872.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,483.661.530.666,490.683.788.146,228.0,,483661530666.0,490683788146.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(146.590.405.959),(137.032.850.274),229.0,,-146590405959.0,-137032850274.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,4.10,3.962.193.322.543,2.708.820.292.692,230.0,410.0,3962193322543.0,2708820292692.0
1. Nguyên giá,1. Nguyên giá,1. Nguyên giá,231,,6.033.251.598.503,4.397.457.828.790,231.0,,6033251598503.0,4397457828790.0
2. Giá trị hao mòn lũy kế,2. Giá trị hao mòn lũy kế,2. Giá trị hao mòn lũy kế,232,,(2.071.058.275.960),(1.688.637.536.098),232.0,,-2071058275960.0,-1688637536098.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,3.855.332.750.564,5.969.981.572.652,240.0,,3855332750564.0,5969981572652.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,4.11,3.855.332.750.564,5.969.981.572.652,242.0,411.0,3855332750564.0,5969981572652.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,4.2,445.988.203.385,472.923.115.630,250.0,42.0,445988203385.0,472923115630.0
1. Đầu tư vào công ty liên kết,1. Đầu tư vào công ty liên kết,1. Đầu tư vào công ty liên kết,252,,302.670.197.253,305.737.840.018,252.0,,302670197253.0,305737840018.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,,169.948.164.350,169.948.164.350,253.0,,169948164350.0,169948164350.0
3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,254,,(26.630.158.218),(2.762.888.738),254.0,,-26630158218.0,-2762888738.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,1.620.284.376.800,1.464.882.846.446,260.0,,1620284376800.0,1464882846446.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,4.12,1.561.627.903.993,1.424.603.910.868,261.0,412.0,1561627903993.0,1424603910868.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,5.9,58.656.472.807,40.278.935.578,262.0,59.0,58656472807.0,40278935578.0
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,22.664.366.605.093,21.971.770.117.264,270.0,,22664366605093.0,21971770117264.0
