row_label_raw,row_label_full,col_0,Tại ngày 31/12/2022VND,Tại ngày 31/12/2022VND_1,Tại ngày 31/12/2022VND_2,Tại ngày 01/01/2022VND,Tại ngày 01/01/2022VND_1,Tại ngày 01/01/2022VND_2,numeric__Tại ngày 31/12/2022VND,numeric__Tại ngày 31/12/2022VND_1,numeric__Tại ngày 31/12/2022VND_2,numeric__Tại ngày 01/01/2022VND,numeric__Tại ngày 01/01/2022VND_1,numeric__Tại ngày 01/01/2022VND_2
,,,Tỷ lệ lợi ích,Vốn góp theo phương pháp giá gốc,Vốn góp theo phương pháp vốn chủ sở hữu,Tỷ lệ lợi ích,Vốn góp theo phương pháp giá gốc,Vốn góp theo phương pháp vốn chủ sở hữu,,,,,,
Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,,,,,,
Công ty Cổ phần Đầu tư Quốc lộ 91 Cần Thơ - An Giang,Đầu tư vào công ty liên kết: > Công ty Cổ phần Đầu tư Quốc lộ 91 Cần Thơ - An Giang,Công ty Cổ phần Đầu tư Quốc lộ 91 Cần Thơ - An Giang,"39,72%",112.000.000.000,81.788.823.534,"39,72%",112.000.000.000,84.556.541.058,0.3972,112000000000.0,81788823534.0,0.3972,112000000000.0,84556541058.0
Công ty Cổ phần BOT 319 Cường Thuận CTI,Đầu tư vào công ty liên kết: > Công ty Cổ phần BOT 319 Cường Thuận CTI,Công ty Cổ phần BOT 319 Cường Thuận CTI,"20,74%",60.750.000.000,49.890.140.118,"20,74%",60.750.000.000,58.186.636.369,0.20739999999999997,60750000000.0,49890140118.0,0.20739999999999997,60750000000.0,58186636369.0
Trường Cao đẳng Công nghệ và Quản trị Sonadezi,Đầu tư vào công ty liên kết: > Trường Cao đẳng Công nghệ và Quản trị Sonadezi,Trường Cao đẳng Công nghệ và Quản trị Sonadezi,"40,00%",33.436.575.595,39.210.448.375,"40,00%",33.436.575.595,36.018.537.601,0.4,33436575595.0,39210448375.0,0.4,33436575595.0,36018537601.0
Công ty Cổ phần Xây dựng Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Xây dựng Đồng Nai,Công ty Cổ phần Xây dựng Đồng Nai,"40,00%",10.886.379.679,10.782.616.704,"40,00%",10.886.379.679,11.221.333.536,0.4,10886379679.0,10782616704.0,0.4,10886379679.0,11221333536.0
Công ty Cổ phần Sơn Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Sơn Đồng Nai,Công ty Cổ phần Sơn Đồng Nai,"30,01%",10.295.294.400,16.933.642.644,"30,01%",10.295.294.400,14.524.116.613,0.30010000000000003,10295294400.0,16933642644.0,0.30010000000000003,10295294400.0,14524116613.0
Công ty Cổ phần Kinh doanh nhà Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Kinh doanh nhà Đồng Nai,Công ty Cổ phần Kinh doanh nhà Đồng Nai,"36,00%",21.578.551.008,36.922.045.714,"36,00%",21.578.551.008,34.302.872.479,0.36,21578551008.0,36922045714.0,0.36,21578551008.0,34302872479.0
Công ty Cổ phần Cảng Long Thành,Đầu tư vào công ty liên kết: > Công ty Cổ phần Cảng Long Thành,Công ty Cổ phần Cảng Long Thành,"15,30%",1.665.000.000,5.561.170.354,"15,30%",1.665.000.000,5.229.406.460,0.153,1665000000.0,5561170354.0,0.153,1665000000.0,5229406460.0
Công ty Cổ phần Dịch vụ Cảng Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Dịch vụ Cảng Đồng Nai,Công ty Cổ phần Dịch vụ Cảng Đồng Nai,"22,95%",13.500.000.000,14.820.210.960,"22,95%",13.500.000.000,14.317.934.235,0.22949999999999998,13500000000.0,14820210960.0,0.22949999999999998,13500000000.0,14317934235.0
Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước Đồng Nai,Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước Đồng Nai,"23,04%",7.800.368.003,18.238.305.518,"23,04%",7.800.368.003,16.482.013.815,0.2304,7800368003.0,18238305518.0,0.2304,7800368003.0,16482013815.0
Công ty Cổ phần Cấp nước Gia Tân,Đầu tư vào công ty liên kết: > Công ty Cổ phần Cấp nước Gia Tân,Công ty Cổ phần Cấp nước Gia Tân,"9,55%",50.000.000.000,28.522.793.332,"16,00%",43.750.000.000,30.898.447.852,0.0955,50000000000.0,28522793332.0,0.16,43750000000.0,30898447852.0
Cộng,Đầu tư vào công ty liên kết: > Cộng,Cộng,,321.912.168.685,302.670.197.253,,315.662.168.685,305.737.840.018,,321912168685.0,302670197253.0,,315662168685.0,305737840018.0
