row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu,Thặng dư vốn cổ phần,Quyền chọn chuyển đổi trái phiếu,Vốn khác của chủ sở hữu,Quỹ đầu tư phát triển,Lợi nhuận sau thuế chưa phân phối,Lợi ích của Cổ đông không kiểm soát,Cộng,numeric__Vốn góp của chủ sở hữu,numeric__Thặng dư vốn cổ phần,numeric__Quyền chọn chuyển đổi trái phiếu,numeric__Vốn khác của chủ sở hữu,numeric__Quỹ đầu tư phát triển,numeric__Lợi nhuận sau thuế chưa phân phối,numeric__Lợi ích của Cổ đông không kiểm soát,numeric__Cộng
Tăng/Giảm khác,Tăng/Giảm khác,Tăng/Giảm khác,-,-,-,-,-,(758.140.395),(1.594.767.278),(2.352.907.674),,,,,,-758140395.0,-1594767278.0,-2352907674.0
Số dư cuối năm trước,Số dư cuối năm trước,Số dư cuối năm trước,2.627.302.470.000,75.260.693.198,-,80.481.887.391,646.388.781,493.708.529.535,1.363.877.079.013,4.641.277.047.918,2627302470000.0,75260693198.0,,80481887391.0,646388781.0,493708529535.0,1363877079013.0,4641277047918.0
Số dư đầu năm nay Phát hành cổ phần để trả cổ tức Phát hành cổ phiếu thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa Ảnh hưởng do thay đổi tỷ lệ góp vốn của WF tại WFHG Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,Số dư đầu năm nay Phát hành cổ phần để trả cổ tức Phát hành cổ phiếu thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa Ảnh hưởng do thay đổi tỷ lệ góp vốn của WF tại WFHG Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,Số dư đầu năm nay Phát hành cổ phần để trả cổ tức Phát hành cổ phiếu thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa Ảnh hưởng do thay đổi tỷ lệ góp vốn của WF tại WFHG Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,2.627.302.470.000,75.260.693.198,-,80.481.887.391,646.388.781,493.708.529.535,1.363.877.079.013,4.641.277.047.918,2627302470000.0,75260693198.0,,80481887391.0,646388781.0,493708529535.0,1363877079013.0,4641277047918.0
Số dư đầu năm nay Phát hành cổ phần để trả cổ tức Phát hành cổ phiếu thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa Ảnh hưởng do thay đổi tỷ lệ góp vốn của WF tại WFHG Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,Số dư đầu năm nay Phát hành cổ phần để trả cổ tức Phát hành cổ phiếu thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa Ảnh hưởng do thay đổi tỷ lệ góp vốn của WF tại WFHG Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,Số dư đầu năm nay Phát hành cổ phần để trả cổ tức Phát hành cổ phiếu thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa Ảnh hưởng do thay đổi tỷ lệ góp vốn của WF tại WFHG Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,262.723.930.000,-,-,-,-,(262.723.930.000),-,-,262723930000.0,,,,,-262723930000.0,,
Số dư đầu năm nay Phát hành cổ phần để trả cổ tức Phát hành cổ phiếu thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa Ảnh hưởng do thay đổi tỷ lệ góp vốn của WF tại WFHG Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,Số dư đầu năm nay Phát hành cổ phần để trả cổ tức Phát hành cổ phiếu thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa Ảnh hưởng do thay đổi tỷ lệ góp vốn của WF tại WFHG Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,Số dư đầu năm nay Phát hành cổ phần để trả cổ tức Phát hành cổ phiếu thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa Ảnh hưởng do thay đổi tỷ lệ góp vốn của WF tại WFHG Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,509.303.940.000,(365.532.556),-,-,-,-,-,508.938.407.444,509303940000.0,-365532556.0,,,,,,508938407444.0
Số dư đầu năm nay Phát hành cổ phần để trả cổ tức Phát hành cổ phiếu thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa Ảnh hưởng do thay đổi tỷ lệ góp vốn của WF tại WFHG Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,Số dư đầu năm nay Phát hành cổ phần để trả cổ tức Phát hành cổ phiếu thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa Ảnh hưởng do thay đổi tỷ lệ góp vốn của WF tại WFHG Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,Số dư đầu năm nay Phát hành cổ phần để trả cổ tức Phát hành cổ phiếu thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa Ảnh hưởng do thay đổi tỷ lệ góp vốn của WF tại WFHG Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,-,-,-,-,-,15.653.151.486,635.247.434.314,650.900.585.800,,,,,,15653151486.0,635247434314.0,650900585800.0
Số dư đầu năm nay Phát hành cổ phần để trả cổ tức Phát hành cổ phiếu thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa Ảnh hưởng do thay đổi tỷ lệ góp vốn của WF tại WFHG Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,Số dư đầu năm nay Phát hành cổ phần để trả cổ tức Phát hành cổ phiếu thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa Ảnh hưởng do thay đổi tỷ lệ góp vốn của WF tại WFHG Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,Số dư đầu năm nay Phát hành cổ phần để trả cổ tức Phát hành cổ phiếu thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa Ảnh hưởng do thay đổi tỷ lệ góp vốn của WF tại WFHG Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,-,-,-,-,-,76.544.189.621,278.660.960.379,355.205.150.000,,,,,,76544189621.0,278660960379.0,355205150000.0
Số dư đầu năm nay Phát hành cổ phần để trả cổ tức Phát hành cổ phiếu thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa Ảnh hưởng do thay đổi tỷ lệ góp vốn của WF tại WFHG Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,Số dư đầu năm nay Phát hành cổ phần để trả cổ tức Phát hành cổ phiếu thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa Ảnh hưởng do thay đổi tỷ lệ góp vốn của WF tại WFHG Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,Số dư đầu năm nay Phát hành cổ phần để trả cổ tức Phát hành cổ phiếu thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa Ảnh hưởng do thay đổi tỷ lệ góp vốn của WF tại WFHG Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,-,-,-,-,-,(140.952.240),289.763.162.240,289.622.210.000,,,,,,-140952240.0,289763162240.0,289622210000.0
Số dư đầu năm nay Phát hành cổ phần để trả cổ tức Phát hành cổ phiếu thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa Ảnh hưởng do thay đổi tỷ lệ góp vốn của WF tại WFHG Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,Số dư đầu năm nay Phát hành cổ phần để trả cổ tức Phát hành cổ phiếu thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa Ảnh hưởng do thay đổi tỷ lệ góp vốn của WF tại WFHG Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,Số dư đầu năm nay Phát hành cổ phần để trả cổ tức Phát hành cổ phiếu thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa Ảnh hưởng do thay đổi tỷ lệ góp vốn của WF tại WFHG Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,-,-,-,-,-,795.266.822,(795.266.822),-,,,,,,795266822.0,-795266822.0,
Số dư đầu năm nay Phát hành cổ phần để trả cổ tức Phát hành cổ phiếu thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa Ảnh hưởng do thay đổi tỷ lệ góp vốn của WF tại WFHG Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,Số dư đầu năm nay Phát hành cổ phần để trả cổ tức Phát hành cổ phiếu thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa Ảnh hưởng do thay đổi tỷ lệ góp vốn của WF tại WFHG Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,Số dư đầu năm nay Phát hành cổ phần để trả cổ tức Phát hành cổ phiếu thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ hợp nhất Công ty con Công ty Cổ phần Dược phẩm Cửu Long phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ phát hành cổ phần tăng vốn thu bằng tiền Công ty Cổ phần FIT Consumer phát hành cổ phần tăng vốn thu bằng tiền Ảnh hưởng do thay đổi tỷ lệ sở hữu ở Công ty Cổ phần Nước khoáng Khánh Hòa Ảnh hưởng do thay đổi tỷ lệ góp vốn của WF tại WFHG Ảnh hưởng do thay đổi tỷ lệ góp vốn của Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tại TSS,-,-,-,-,-,(55.780.786.264),(130.132.065.336),(185.912.851.600),,,,,,-55780786264.0,-130132065336.0,-185912851600.0
