row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,1.133.146.634.995,1.342.804.137.991,,300.0,,1133146634995.0,1342804137991.0
I.,I.,I.,Nợ ngắn hạn,310,,953.671.059.756,1.217.443.957.080,,310.0,,953671059756.0,1217443957080.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.16,55.439.479.767,89.483.695.116,,311.0,,55439479767.0,89483695116.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,6.584.644.491,5.407.400.493,,312.0,,6584644491.0,5407400493.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.17,25.460.505.305,26.716.438.874,,313.0,,25460505305.0,26716438874.0
4.,4.,4.,Phải trả người lao động,314,,32.983.732.044,33.638.116.040,,314.0,,32983732044.0,33638116040.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.18,36.867.876.134,21.430.010.397,,315.0,,36867876134.0,21430010397.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,,113.332.568,126.345.767,,318.0,,113332568.0,126345767.0
9.,9.,9.,Phải trả ngắn hạn khác,319,V.19a,75.709.055.345,292.034.435.977,,319.0,,75709055345.0,292034435977.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.20a,707.149.082.629,735.282.989.212,,320.0,,707149082629.0,735282989212.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,,13.363.351.473,13.324.525.204,,322.0,,13363351473.0,13324525204.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,179.475.575.239,125.360.180.911,,330.0,,179475575239.0,125360180911.0
1.,1.,1.,Phải trả người bán dài hạn,331,,-,-,,331.0,,,
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chi phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,,-,-,,336.0,,,
7.,7.,7.,Phải trả dài hạn khác,337,V.19b,10.623.430.430,14.320.552.544,,337.0,,10623430430.0,14320552544.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.20b,160.974.606.995,106.561.019.632,,338.0,,160974606995.0,106561019632.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,7.877.537.814,4.478.608.735,,341.0,,7877537814.0,4478608735.0
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,-,,342.0,,,
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,-,,343.0,,,
