row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Công ty TNHH Dược Phẩm Hải Tâm,Công ty TNHH Dược Phẩm Hải Tâm,Công ty TNHH Dược Phẩm Hải Tâm,4.976.554.629,(4.976.554.629),"4.976.554.629,00",(4.976.554.629),4976554629.0,-4976554629.0,4976554629.0,-4976554629.0
MEDICAL SUPPLY Pharm Enterprise,MEDICAL SUPPLY Pharm Enterprise,MEDICAL SUPPLY Pharm Enterprise,3.303.752.851,(3.303.752.851),,,3303752851.0,-3303752851.0,,
Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,69.299.250.675,(50.275.270.024),"56.671.436.006,00",(44.818.673.119),69299250675.0,-50275270024.0,56671436006.0,-44818673119.0
Phải thu khác,Phải thu khác,Phải thu khác,9.538.465.305,(9.538.465.305),3.500.000.000,(9.512.267.461),9538465305.0,-9538465305.0,3500000000.0,-9512267461.0
Ông Đỗ Văn Tâm,Ông Đỗ Văn Tâm,Ông Đỗ Văn Tâm,3.500.000.000,(3.500.000.000),3.500.000.000,(3.500.000.000),3500000000.0,-3500000000.0,3500000000.0,-3500000000.0
Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,1.688.975.103,(1.688.975.103),6.012.267.461,(6.012.267.461),1688975103.0,-1688975103.0,6012267461.0,-6012267461.0
Phải thu các khoản chi hộ,Phải thu các khoản chi hộ,Phải thu các khoản chi hộ,3.717.599.787,(3.717.599.787),-,-,3717599787.0,-3717599787.0,,
Phải thu tiền tạm ứng,Phải thu tiền tạm ứng,Phải thu tiền tạm ứng,631.890.415,(631.890.415),-,-,631890415.0,-631890415.0,,
Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,6.952.470.036,(6.952.470.036),5.952.470.036,(5.952.470.036),6952470036.0,-6952470036.0,5952470036.0,-5952470036.0
Công ty TNHH MTV Nông sản,Công ty TNHH MTV Nông sản,Công ty TNHH MTV Nông sản,2.640.025.020,(2.640.025.020),2.640.025.020,(2.640.025.020),2640025020.0,-2640025020.0,2640025020.0,-2640025020.0
Tân Thái Phong,Tân Thái Phong,Tân Thái Phong,,,,,,,,
Công ty TNHH Hoàng Loan,Tân Thái Phong > Công ty TNHH Hoàng Loan,Công ty TNHH Hoàng Loan,,,1.777.799.211,(1.777.799.211),,,1777799211.0,-1777799211.0
Các đối tượng khác,Tân Thái Phong > Các đối tượng khác,Các đối tượng khác,4.312.445.016,(4.312.445.016),1.534.645.805,(1.534.645.805),4312445016.0,-4312445016.0,1534645805.0,-1534645805.0
Đầu tư tài chính ngắn hạn,Tân Thái Phong > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,-,-,215.143.728,(215.143.728),,,215143728.0,-215143728.0
Ông Nguyễn Trường Ban,Tân Thái Phong > Ông Nguyễn Trường Ban,Ông Nguyễn Trường Ban,-,-,215.143.728,(215.143.728),,,215143728.0,-215143728.0
Cộng,Tân Thái Phong > Cộng,Cộng,173.715.894.551 (112.602.033.639),173.715.894.551 (112.602.033.639),96.726.386.857,(90.885.891.431),,,96726386857.0,-90885891431.0
