row_label_raw,row_label_full,Cổ phiếu phổ thông đang lưu hành đầu năm,Năm nay > 262.730.247,Năm trước > 254.730.247,numeric__Năm nay > 262.730.247,numeric__Năm trước > 254.730.247
Ảnh hưởng của cổ phiếu phát hành để chia cổ tức (ii),Ảnh hưởng của cổ phiếu phát hành để chia cổ tức (ii),Ảnh hưởng của cổ phiếu phát hành để chia cổ tức (ii),26.272.393,26.272.393,26272393.0,26272393.0
Ảnh hưởng của cổ phiếu phổ thông phát hành ngày 10 tháng 06 năm 2022,Ảnh hưởng của cổ phiếu phổ thông phát hành ngày 10 tháng 06 năm 2022,Ảnh hưởng của cổ phiếu phổ thông phát hành ngày 10 tháng 06 năm 2022,28.543.408,-,28543408.0,
Cổ phiếu phổ thông đang lưu hành bình quân trong năm,Cổ phiếu phổ thông đang lưu hành bình quân trong năm,Cổ phiếu phổ thông đang lưu hành bình quân trong năm,317.546.048,281.002.640,317546048.0,281002640.0
