row_label_raw,row_label_full,Tên công ty,Địa chỉ trụ sở chính,Hoạt động kinh doanh chính,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Địa chỉ trụ sở chính,numeric__Hoạt động kinh doanh chính,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
Tên công ty,Tên công ty,Tên công ty,Địa chỉ trụ sở chính,Hoạt động kinh doanh chính,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,,,,,,
Công ty Cổ phầnThiết bị Y tế Benovas (*),Tên công ty > Công ty Cổ phầnThiết bị Y tế Benovas (*),Công ty Cổ phầnThiết bị Y tế Benovas (*),"Số 150 đường 14 tháng 9, phường 5, thành phố Vĩnh Long, tỉnh Vĩnh Long","Sản xuất và kinh doanh dụng cụ, trang thiết bị, y tế","58,05%","100,00%","72,07%","100,00%",,,0.5805,1.0,0.7206999999999999,1.0
Công ty Cổ phầnThuốc ung thư Benovas,Tên công ty > Công ty Cổ phầnThuốc ung thư Benovas,Công ty Cổ phầnThuốc ung thư Benovas,"Tầng 5, tòa nhà HACC1 Complex tại lô 2.6, đường Lê Văn Lương, phường Nhân Chính, quận Thanh Xuân, thành phố Hà Nội","Sản xuất thuốc, hóa dược và được liệu","48,76%","84,00%","39,64%","55,00%",,,0.4876,0.84,0.39640000000000003,0.55
