row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu,Thặng dư vốn cổ phần,Quyền chọn chuyển đổi trái phiếu,Vốn khác của chủ sở hữu,Quỹ đầu tư phát triển,Lợi nhuận sau thuế chưa phân phối,Lợi ích của Cổ đông không kiểm soát,Cộng,numeric__Vốn góp của chủ sở hữu,numeric__Thặng dư vốn cổ phần,numeric__Quyền chọn chuyển đổi trái phiếu,numeric__Vốn khác của chủ sở hữu,numeric__Quỹ đầu tư phát triển,numeric__Lợi nhuận sau thuế chưa phân phối,numeric__Lợi ích của Cổ đông không kiểm soát,numeric__Cộng
Số dư đầu năm trước,Số dư đầu năm trước,Số dư đầu năm trước,2.547.302.470.000,70.045.649.714,22.368.782.096,80.481.887.391,886.852.413,285.815.171.392,981.247.749.804,3.988.148.562.810,2547302470000.0,70045649714.0,22368782096.0,80481887391.0,886852413.0,285815171392.0,981247749804.0,3988148562810.0
Lợi nhuận trong năm Giảm do hợp nhất Công ty Cổ phần Dược phẩm Cửu Long (tăng tỷ lệ góp vốn vào Công ty con),Lợi nhuận trong năm Giảm do hợp nhất Công ty Cổ phần Dược phẩm Cửu Long (tăng tỷ lệ góp vốn vào Công ty con),Lợi nhuận trong năm Giảm do hợp nhất Công ty Cổ phần Dược phẩm Cửu Long (tăng tỷ lệ góp vốn vào Công ty con),-,-,-,-,-,157.968.627.218,73.502.563.457,231.471.190.675,,,,,,157968627218.0,73502563457.0,231471190675.0
Lợi nhuận trong năm Giảm do hợp nhất Công ty Cổ phần Dược phẩm Cửu Long (tăng tỷ lệ góp vốn vào Công ty con),Lợi nhuận trong năm Giảm do hợp nhất Công ty Cổ phần Dược phẩm Cửu Long (tăng tỷ lệ góp vốn vào Công ty con),Lợi nhuận trong năm Giảm do hợp nhất Công ty Cổ phần Dược phẩm Cửu Long (tăng tỷ lệ góp vốn vào Công ty con),-,-,-,-,-,(7.988.363.066),(22.411.636.934),(30.400.000.000),,,,,,-7988363066.0,-22411636934.0,-30400000000.0
Công ty Cổ phần Dược phẩm Cửu Long tăng vốn,Công ty Cổ phần Dược phẩm Cửu Long tăng vốn,Công ty Cổ phần Dược phẩm Cửu Long tăng vốn,-,(183.522.237),-,-,-,(8.852.873.366),29.036.395.603,20.000.000.000,,-183522237.0,,,,-8852873366.0,29036395603.0,20000000000.0
Công ty Cổ phần Nước khoáng Khánh Hòa Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tăng vốn,Công ty Cổ phần Nước khoáng Khánh Hòa Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tăng vốn,Công ty Cổ phần Nước khoáng Khánh Hòa Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tăng vốn,-,-,-,-,(222.872.785),(919.762.388),6.142.635.173,5.000.000.000,,,,,-222872785.0,-919762388.0,6142635173.0,5000000000.0
Công ty Cổ phần Nước khoáng Khánh Hòa Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tăng vốn,Công ty Cổ phần Nước khoáng Khánh Hòa Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tăng vốn,Công ty Cổ phần Nước khoáng Khánh Hòa Công ty Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây tăng vốn,-,-,-,-,(17.590.848),(374.470.468),2.861.061.316,2.469.000.000,,,,,-17590848.0,-374470468.0,2861061316.0,2469000000.0
Điều chỉnh do thoái vốn Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Điều chỉnh do thoái vốn Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Điều chỉnh do thoái vốn Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,-,-,-,-,-,65.713.758.856,265.214.935.143,330.928.693.999,,,,,,65713758856.0,265214935143.0,330928693999.0
Tăng do hợp nhất Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ (hợp nhất Vikoda) Giảm do Công ty Cổ phần Dược phẩm Cửu Long trích lập quỹ,Tăng do hợp nhất Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ (hợp nhất Vikoda) Giảm do Công ty Cổ phần Dược phẩm Cửu Long trích lập quỹ,Tăng do hợp nhất Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ (hợp nhất Vikoda) Giảm do Công ty Cổ phần Dược phẩm Cửu Long trích lập quỹ,-,-,-,-,-,4.969.569.288,38.204.992.415,43.174.561.703,,,,,,4969569288.0,38204992415.0,43174561703.0
Tăng do hợp nhất Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ (hợp nhất Vikoda) Giảm do Công ty Cổ phần Dược phẩm Cửu Long trích lập quỹ,Tăng do hợp nhất Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ (hợp nhất Vikoda) Giảm do Công ty Cổ phần Dược phẩm Cửu Long trích lập quỹ,Tăng do hợp nhất Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ (hợp nhất Vikoda) Giảm do Công ty Cổ phần Dược phẩm Cửu Long trích lập quỹ,-,-,-,-,-,(1.574.257.858),(625.742.142),(2.200.000.000),,,,,,-1574257858.0,-625742142.0,-2200000000.0
Kết chuyển quyền chọn chuyển đổi trái phiếu Giảm do Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây trích lập quỹ,Kết chuyển quyền chọn chuyển đổi trái phiếu Giảm do Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây trích lập quỹ,Kết chuyển quyền chọn chuyển đổi trái phiếu Giảm do Cổ phần Chế biến Thực phẩm xuất khẩu Miền Tây trích lập quỹ,-,5.398.565.721,(22.368.782.096),-,-,-,(7.259.451.008),(24.229.667.383),,5398565721.0,-22368782096.0,,,,-7259451008.0,-24229667383.0
