row_label_raw,row_label_full,col_0,Giá trị còn lại của tài sản bộ phận > Số cuối năm,Giá trị còn lại của tài sản bộ phận > Số đầu năm,"Tăng tài sản cố định vô hình, hữu hình, bất động sản đầu tư > Năm nay","Tăng tài sản cố định vô hình, hữu hình, bất động sản đầu tư > Năm trước",numeric__Giá trị còn lại của tài sản bộ phận > Số cuối năm,numeric__Giá trị còn lại của tài sản bộ phận > Số đầu năm,"numeric__Tăng tài sản cố định vô hình, hữu hình, bất động sản đầu tư > Năm nay","numeric__Tăng tài sản cố định vô hình, hữu hình, bất động sản đầu tư > Năm trước"
Lĩnh vực tư vấn đầu tư,Lĩnh vực tư vấn đầu tư,Lĩnh vực tư vấn đầu tư,65.777.603.897,64.629.689.131,4.350.570.907,911.217.680,65777603897.0,64629689131.0,4350570907.0,911217680.0
"Lĩnh vực sản xuất, thương mại các sản phẩm nông nghiệp, vật tư kỹ thuật nông nghiệp","Lĩnh vực sản xuất, thương mại các sản phẩm nông nghiệp, vật tư kỹ thuật nông nghiệp","Lĩnh vực sản xuất, thương mại các sản phẩm nông nghiệp, vật tư kỹ thuật nông nghiệp",217.750.611.018,228.417.333.377,18.027.495.494,138.559.024.174,217750611018.0,228417333377.0,18027495494.0,138559024174.0
"Lĩnh vực sản xuất và kinh doanh thuốc, kinh doanh thiết bị y tế","Lĩnh vực sản xuất và kinh doanh thuốc, kinh doanh thiết bị y tế","Lĩnh vực sản xuất và kinh doanh thuốc, kinh doanh thiết bị y tế",461.941.592.460,484.077.914.390,16.857.674.337,224.861.934.071,461941592460.0,484077914390.0,16857674337.0,224861934071.0
Cộng,Cộng,Cộng,745.469.807.375,777.124.936.898,39.235.740.738,364.332.175.925,745469807375.0,777124936898.0,39235740738.0,364332175925.0
