row_label_raw,row_label_full,col_0,Công ty Cổ phần FIT Comestics,Công ty Cổ phần Cap Padaran Mũi Dinh,Cộng,numeric__Công ty Cổ phần FIT Comestics,numeric__Công ty Cổ phần Cap Padaran Mũi Dinh,numeric__Cộng
Giá trị phần sở hữu đầu năm,Giá trị phần sở hữu đầu năm,Giá trị phần sở hữu đầu năm,323.705.981.264,325.715.867.168,649.421.848.432,323705981264.0,325715867168.0,649421848432.0
Phần lãi hoặc lỗ trong năm,Phần lãi hoặc lỗ trong năm,Phần lãi hoặc lỗ trong năm,(11.647.830.371),1.750.335.639,(9.897.494.732),-11647830371.0,1750335639.0,-9897494732.0
Giá trị phần sở hữu cuối năm,Giá trị phần sở hữu cuối năm,Giá trị phần sở hữu cuối năm,312.058.150.893,327.466.202.807,639.524.353.700,312058150893.0,327466202807.0,639524353700.0
