row_label_raw,row_label_full,col_0,Số đầu năm,Số phải thu phát sinh trong năm,Số đã bù trừ trong năm,Số đã nộp trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Số phải thu phát sinh trong năm,numeric__Số đã bù trừ trong năm,numeric__Số đã nộp trong năm,numeric__Số cuối năm
Thuế GTGT hàng bán nội địa,Thuế GTGT hàng bán nội địa,Thuế GTGT hàng bán nội địa,6.169.064,-,-,114.124.994,120.294.058,6169064.0,,,114124994.0,120294058.0
Thuế GTGT hàng nhập khẩu,Thuế GTGT hàng nhập khẩu,Thuế GTGT hàng nhập khẩu,1.980.381.853,-,1.710.333.698,-,270.048.155,1980381853.0,,1710333698.0,,270048155.0
"Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu",283.191.413,-,258.048.620,-,25.142.793,283191413.0,,258048620.0,,25142793.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,-,-,89.204.940,89.204.940,,,,89204940.0,89204940.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,54.319.971,13.200.000,42.614.764,65.712.018,90.617.225,54319971.0,13200000.0,42614764.0,65712018.0,90617225.0
"Thuế, phí khác","Thuế, phí khác","Thuế, phí khác",18.475.273,-,-,-,18.475.273,18475273.0,,,,18475273.0
Cộng,Cộng,Cộng,2.342.537.574,13.200.000,2.010.997.082,269.041.952,613.782.444,2342537574.0,13200000.0,2010997082.0,269041952.0,613782444.0
