row_label_raw,row_label_full,col_0,Công ty Cổ phần FIT Comestics,Công ty Cổ phần Cap Padaran Mũi Dinh,Cộng,numeric__Công ty Cổ phần FIT Comestics,numeric__Công ty Cổ phần Cap Padaran Mũi Dinh,numeric__Cộng
Số cuối năm,Số cuối năm,Số cuối năm,Số cuối năm,Số cuối năm,Số cuối năm,,,
Giá gốc,Số cuối năm > Giá gốc,Giá gốc,383.137.080.000,322.920.000.000,706.057.080.000,383137080000.0,322920000000.0,706057080000.0
Lợi nhuận phát sinh sau ngày đầu tư,Số cuối năm > Lợi nhuận phát sinh sau ngày đầu tư,Lợi nhuận phát sinh sau ngày đầu tư,(71.078.929.107),4.546.202.807,(66.532.726.300),-71078929107.0,4546202807.0,-66532726300.0
Cộng,Số cuối năm > Cộng,Cộng,312.058.150.893,327.466.202.807,639.524.353.700,312058150893.0,327466202807.0,639524353700.0
