row_label_raw,row_label_full,Số đầu năm > Số tiền vay phát sinh trong năm > Số tiền vay đã trả,Năm nay > 106.561.019.632 > 135.227.028.500 > (14.484.091.668),Năm trước > 39.844.439.997 > 78.651.166.971 > -,numeric__Năm nay > 106.561.019.632 > 135.227.028.500 > (14.484.091.668),numeric__Năm trước > 39.844.439.997 > 78.651.166.971 > -
Kết chuyển sang vay dài hạn đến hạn trả,Kết chuyển sang vay dài hạn đến hạn trả,Kết chuyển sang vay dài hạn đến hạn trả,(66.329.349.469),(13.203.585.266),-66329349469.0,-13203585266.0
Số cuối năm,Số cuối năm,Số cuối năm,160.974.606.995,105.292.021.702,160974606995.0,105292021702.0
