row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,1.491.726.007.173,2.048.471.804.409,1491726007173.0,2048471804409.0
Thuế TNDN theo thuế suất 20% áp dụng cho Nhóm Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Nhóm Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Nhóm Công ty,298.345.201.435,409.694.360.882,298345201435.0,409694360882.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,
Chi phí không được trừ,Các khoản điều chỉnh: > Chi phí không được trừ,Chi phí không được trừ,7.544.413.066,6.721.427.238,7544413066.0,6721427238.0
Lỗ thuế trong năm chưa ghi nhận thuế hoãn lại,Các khoản điều chỉnh: > Lỗ thuế trong năm chưa ghi nhận thuế hoãn lại,Lỗ thuế trong năm chưa ghi nhận thuế hoãn lại,14.588.809.237,1.467.656.207,14588809237.0,1467656207.0
Điều chỉnh thuế TNDN trích (thừa) thiếu trong những năm trước,Các khoản điều chỉnh: > Điều chỉnh thuế TNDN trích (thừa) thiếu trong những năm trước,Điều chỉnh thuế TNDN trích (thừa) thiếu trong những năm trước,(214.621.980),185.620.170,-214621980.0,185620170.0
Phân bổ lợi thế thương mại,Các khoản điều chỉnh: > Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,1.845.605.801,166.635.971,1845605801.0,166635971.0
Thu nhập đã chịu thuế trong các kỳ trước,Các khoản điều chỉnh: > Thu nhập đã chịu thuế trong các kỳ trước,Thu nhập đã chịu thuế trong các kỳ trước,(372.266.488),(2.721.324.500),-372266488.0,-2721324500.0
Lỗ thuế năm trước chuyển sang,Các khoản điều chỉnh: > Lỗ thuế năm trước chuyển sang,Lỗ thuế năm trước chuyển sang,(462.677.282),(457.187.324),-462677282.0,-457187324.0
Giảm thuế TNDN,Các khoản điều chỉnh: > Giảm thuế TNDN,Giảm thuế TNDN,(25.372.851.162),-,-25372851162.0,
Khác,Các khoản điều chỉnh: > Khác,Khác,12.723.996.589,470.470.700,12723996589.0,470470700.0
Chi phí thuế TNDN,Các khoản điều chỉnh: > Chi phí thuế TNDN,Chi phí thuế TNDN,308.625.609.216,415.527.659.344,308625609216.0,415527659344.0
