row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,485.329.088.001,435.182.318.611,485329088001.0,435182318611.0
- Chi phí lương,- Chi phí lương,- Chi phí lương,251.966.635.854,232.583.166.339,251966635854.0,232583166339.0
- Chi phí quảng cáo,- Chi phí quảng cáo,- Chi phí quảng cáo,127.514.281.294,87.834.535.914,127514281294.0,87834535914.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,105.848.170.853,114.764.616.358,105848170853.0,114764616358.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,428.390.270.520,324.584.509.342,428390270520.0,324584509342.0
- Chi phí lương,- Chi phí lương,- Chi phí lương,193.025.625.823,178.893.285.190,193025625823.0,178893285190.0
- Chi phí dự phòng,- Chi phí dự phòng,- Chi phí dự phòng,81.645.404.888,3.652.965.716,81645404888.0,3652965716.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,62.468.915.137,69.679.978.889,62468915137.0,69679978889.0
- Chi phí khấu hao và hao mòn,- Chi phí khấu hao và hao mòn,- Chi phí khấu hao và hao mòn,17.264.743.763,8.489.986.998,17264743763.0,8489986998.0
- Chi phí lợi thể thương mại,- Chi phí lợi thể thương mại,- Chi phí lợi thể thương mại,9.228.029.015,833.179.856,9228029015.0,833179856.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,72.930.403.274,63.035.112.693,72930403274.0,63035112693.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,919.126.527.213,759.766.827.953,919126527213.0,759766827953.0
