row_label_raw,row_label_full,Tên công ty con,Tên công ty con_1,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết,Tỷ lệ biểu quyết_1,numeric__Tên công ty con_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết,numeric__Tỷ lệ biểu quyết_1
Tên công ty con,Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tại ngày 31 tháng 12 năm 2020 (%),Tại ngày 31 tháng 12 năm 2019 (%),,,,,
(32),Tên công ty con > (32),(32),"Công ty TNHH MTV Smart Property (""Smart Property"")",Kinh doanh BĐS,Đang hoạt động,100,-,,,,100.0,
(33),Tên công ty con > (33),(33),"Công ty Cổ phần Dịch vụ Tài chính Bất động sản Tulip (""Tulip"")",Dịch vụ tài chính,Đang hoạt động,60,-,,,,60.0,
(34),Tên công ty con > (34),(34),"Công ty Cổ phần Bất động sản Unihomes (""Unihomes"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,,51.0,
(35),Tên công ty con > (35),(35),"Công ty Cổ phần Bất động sản Unihomes Nam Sài Gòn (""Unihomes NSG"")",Kinh doanh và môi giới BĐS,Đang hoạt động,54.42,-,,,,5442.0,
(36),Tên công ty con > (36),(36),"Công ty Cổ phần Bất động sản Unihomes Miền Nam (""Unihomes Miền Nam"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,,51.0,
(37),Tên công ty con > (37),(37),"Công ty Cổ phần Bất động sản Kết Nói (""Bất động sản Kết Nói"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,,51.0,
(38),Tên công ty con > (38),(38),"Công ty TNHH Đầu tư Linkland (""Linkland"")",Kinh doanh và môi giới BĐS,Đang hoạt động,100,-,,,,100.0,
(39),Tên công ty con > (39),(39),"Công ty Cổ phần Bất động sản Link House (""Linkhouse"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,,51.0,
(40),Tên công ty con > (40),(40),"Công ty Cổ phần Công nghệ Cocome (""Cocome"")",Phát triển công nghệ,Đang hoạt động,51,-,,,,51.0,
(41),Tên công ty con > (41),(41),"Công ty Cổ phần Bất động sản Link House Tây Nam (""Linkhouse Tây Nam"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,,51.0,
(42),Tên công ty con > (42),(42),"Công ty Cổ phần Bất động sản Link House Miền Trung (""Linkhouse Miền Trung"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,,51.0,
(43),Tên công ty con > (43),(43),"Công ty Cổ phần Bất động sản Link House Nghĩa Kỳ (""Linkhouse Nghĩa Kỳ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,100,-,,,,100.0,
(44),Tên công ty con > (44),(44),"Công ty TNHH Đầu tư Xây dựng Ngọc Lễ (""Ngọc Lễ"")",Kinh doanh BĐS,Đang hoạt động,75,-,,,,75.0,
(45),Tên công ty con > (45),(45),"Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Hùng Vương (""Hùng Vương"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,,51.0,
