row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Trả trước cho nhà cung cấp,Trả trước cho nhà cung cấp,Trả trước cho nhà cung cấp,461.923.295.474,319.765.318.303,461923295474.0,319765318303.0
- Công ty Cổ phần Tập đoàn Đầu tư và Thương mại Thăng Long,- Công ty Cổ phần Tập đoàn Đầu tư và Thương mại Thăng Long,- Công ty Cổ phần Tập đoàn Đầu tư và Thương mại Thăng Long,158.128.975.466,208.152.975.385,158128975466.0,208152975385.0
- Sở tài chính Tỉnh Quảng Bình,- Sở tài chính Tỉnh Quảng Bình,- Sở tài chính Tỉnh Quảng Bình,116.577.025.000,-,116577025000.0,
- Công ty Cổ phần Constrexim Số 1,- Công ty Cổ phần Constrexim Số 1,- Công ty Cổ phần Constrexim Số 1,24.934.705.194,-,24934705194.0,
- Công ty Cổ phần Xây dựng và Thương mại VT,- Công ty Cổ phần Xây dựng và Thương mại VT,- Công ty Cổ phần Xây dựng và Thương mại VT,7.670.222.704,16.740.672.529,7670222704.0,16740672529.0
- Công ty TNHH Đồng Nai Long Châu,- Công ty TNHH Đồng Nai Long Châu,- Công ty TNHH Đồng Nai Long Châu,-,15.070.000.000,,15070000000.0
- Công ty TNHH MTV Xây dựng Nhà Tân,- Công ty TNHH MTV Xây dựng Nhà Tân,- Công ty TNHH MTV Xây dựng Nhà Tân,-,8.076.821.928,,8076821928.0
- Các nhà cung cấp khác,- Các nhà cung cấp khác,- Các nhà cung cấp khác,154.612.367.110,71.724.848.461,154612367110.0,71724848461.0
Trả trước cho bên liên quan (Thuyết minh số 33),Trả trước cho bên liên quan (Thuyết minh số 33),Trả trước cho bên liên quan (Thuyết minh số 33),8.495.812.209,4.164.518.318,8495812209.0,4164518318.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,470.419.107.683,323.929.836.621,470419107683.0,323929836621.0
Dự phòng trả trước cho người bán ngắn hạn(Thuyết minh số 11),Dự phòng trả trước cho người bán ngắn hạn(Thuyết minh số 11),Dự phòng trả trước cho người bán ngắn hạn(Thuyết minh số 11),(862.818.506),(862.818.506),-862818506.0,-862818506.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,469.556.289.177,323.067.018.115,469556289177.0,323067018115.0
