row_label_raw,row_label_full,DXG,Công ty mẹ,Lợi nhuậnphân chia tửHĐHTKD,38.212.215.765,40.138.943.103,numeric__Công ty mẹ,numeric__Lợi nhuậnphân chia tửHĐHTKD,numeric__38.212.215.765,numeric__40.138.943.103
Các công tykhác,Các công tykhác,Các công tykhác,Bên liên quankhác,Khác,-,210.086.585,,,,210086585.0
,,,,,38.212.215.765,40.349.029.688,,,38212215765.0,40349029688.0
