row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Phần mềm,Tài sản khác,VND Tổng cộng,numeric__Quyền sử dụng đất,numeric__Phần mềm,numeric__Tài sản khác,numeric__VND Tổng cộng
Nguyên giả:,Nguyên giả:,Nguyên giả:,Nguyên giả:,Nguyên giả:,Nguyên giả:,Nguyên giả:,,,,
Số đầu năm,Nguyên giả: > Số đầu năm,Số đầu năm,13.363.683.792,16.642.706.800,171.999.000,30.178.389.592,13363683792.0,16642706800.0,171999000.0,30178389592.0
Mua trong năm,Nguyên giả: > Mua trong năm,Mua trong năm,608.571.474,922.356.291,210.000.000,1.740.927.765,608571474.0,922356291.0,210000000.0,1740927765.0
Tăng do mua công ty con,Nguyên giả: > Tăng do mua công ty con,Tăng do mua công ty con,-,345.089.340,300.000.000,645.089.340,,345089340.0,300000000.0,645089340.0
Giảm do thanh lý công ty con,Nguyên giả: > Giảm do thanh lý công ty con,Giảm do thanh lý công ty con,-,(576.858.150),-,(576.858.150),,-576858150.0,,-576858150.0
Số cuối năm,Nguyên giả: > Số cuối năm,Số cuối năm,13.972.255.266,17.333.294.281,681.999.000,31.987.548.547,13972255266.0,17333294281.0,681999000.0,31987548547.0
Trong đó: Đã khấu hao hết,Nguyên giả: > Trong đó: Đã khấu hao hết,Trong đó: Đã khấu hao hết,-,222.000.000,-,222.000.000,,222000000.0,,222000000.0
Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,,,,
Số đầu năm,Giá trị hao mòn lũy kế: > Số đầu năm,Số đầu năm,-,(2.736.194.968),(71.666.250),(2.807.861.218),,-2736194968.0,-71666250.0,-2807861218.0
Hao mòn trong năm,Giá trị hao mòn lũy kế: > Hao mòn trong năm,Hao mòn trong năm,-,(3.069.204.431),(43.581.065),(3.112.785.496),,-3069204431.0,-43581065.0,-3112785496.0
Tăng do mua công ty con,Giá trị hao mòn lũy kế: > Tăng do mua công ty con,Tăng do mua công ty con,-,(226.210.975),-,(226.210.975),,-226210975.0,,-226210975.0
Giảm do thanh lý công ty con,Giá trị hao mòn lũy kế: > Giảm do thanh lý công ty con,Giảm do thanh lý công ty con,-,219.008.152,-,219.008.152,,219008152.0,,219008152.0
Số cuối năm,Giá trị hao mòn lũy kế: > Số cuối năm,Số cuối năm,-,(5.812.602.222),(115.247.315),(5.927.849.537),,-5812602222.0,-115247315.0,-5927849537.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,13.363.683.792,13.906.511.832,100.332.750,27.370.528.374,13363683792.0,13906511832.0,100332750.0,27370528374.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,13.972.255.266,11.520.692.059,566.751.685,26.059.699.010,13972255266.0,11520692059.0,566751685.0,26059699010.0
