row_label_raw,row_label_full,Tên công ty con,Tên công ty con_1,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết,Tỷ lệ biểu quyết_1,numeric__Tên công ty con_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết,numeric__Tỷ lệ biểu quyết_1
Tên công ty con,Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tại ngày 31 tháng 12 năm 2020 (%),Tại ngày 31 tháng 12 năm 2019 (%),,,,,
(19),Tên công ty con > (19),(19),"Công ty TNHH MTV Đất Xanh Quảng Ngãi (""Đất Xanh Quảng Ngãi)",Kinh doanh và môi giới BĐS,Đang hoạt động,100,100,,,,100.0,100.0
(20),Tên công ty con > (20),(20),"Công ty Cổ phần Bất động sản Cần Thơ (""Bất động sản Cần Thơ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(21),Tên công ty con > (21),(21),"Công ty Cổ phần Dịch vụ Bất động sản Nam Miền Tây (""Bất động sản Nam Miền Tây"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(22),Tên công ty con > (22),(22),"Công ty Cổ phần Dịch vụ Quản lý Tài sản và Đầu tư Asahi Japan (""Asahi"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(23),Tên công ty con > (23),(23),"Công ty Cổ phần Công Nghệ Thông Tin Bất động sản Việt Nam (""Công Nghệ Thông Tin Bất động sản"")",Kinh doanh và môi giới BĐS,Đang hoạt động,54,"99,96",,,,54.0,99.96
(24),Tên công ty con > (24),(24),"Công ty Cổ phần Bất động sản Bắc Miền Tây (""Bất động sản Bắc Miền Tây"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(25),Tên công ty con > (25),(25),"Công ty Cổ phần Bất Đông Sản Bắc Bộ (""Bất Đông Sản Bắc Bộ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(26),Tên công ty con > (26),(26),"Công ty Cổ phần Đất Xanh Premium (""Đất Xanh Premium"")",Kinh doanh và môi giới BĐS,Đang hoạt động,59,-,,,,59.0,
(27),Tên công ty con > (27),(27),"Công ty Cổ phần Bất Đông Sản Đất Xanh Plus (""Đất Xanh Plus"")",Kinh doanh và môi giới BĐS,Đang hoạt động,55,-,,,,55.0,
(28),Tên công ty con > (28),(28),"Công ty Cổ phần Bất động sản Linkgroup (""Linkgroup"")",Kinh doanh và môi giới BĐS,Đang hoạt động,80.47,-,,,,8047.0,
(29),Tên công ty con > (29),(29),"Công ty TNHH Phát triển Đỏ thị Quảng Bình (""Đất Xanh Quảng Bình"")",Kinh doanh và môi giới BĐS,Đang hoạt động,100,-,,,,100.0,
(30),Tên công ty con > (30),(30),"Công ty Cổ phần Phát triển nhà Đông Nam Bộ (""Phát triển nhà Đông Nam Bộ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,,51.0,
(31),Tên công ty con > (31),(31),"Công ty Cổ phần Dịch vụ và Đầu tư Địa ốc Bình Thuận (""Địa ốc Bình Thuận"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,,51.0,
