row_label_raw,row_label_full,Xây dựng FBV,Công ty trong Tập đoàn,Vốn góp theo HĐHTKD,15.685.405.800,-,numeric__Công ty trong Tập đoàn,numeric__Vốn góp theo HĐHTKD,numeric__15.685.405.800,numeric__-
DXG,DXG,DXG,Công ty mẹ,Vốn góp theo HĐHTKD,-,376.932.859.350,,,,376932859350.0
,,,,,15.685.405.800,376.932.859.350,,,15685405800.0,376932859350.0
