row_label_raw,row_label_full,Hội đồng Quản trị,Bà Chu Thị Bình,Chủ tịch,numeric__Bà Chu Thị Bình,numeric__Chủ tịch
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Lê Văn Quang,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Lê Văn Điệp,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Phan Thanh Lộc,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Bà Hồ Thu Lê,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Bùi Anh Dũng,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Nguyễn Nhân Nghĩa,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Sasaki Takahiro,Thành viên(từ ngày 24 tháng 6 năm 2022),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Hamaya Harutoshi,Thành viên(từ ngày 24 tháng 6 năm 2022),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Tsukahara Keiichi,Thành viên(đến ngày 24 tháng 6 năm 2022),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Nagoya Yutaka,Thành viên(đến ngày 24 tháng 6 năm 2022),,
