row_label_raw,row_label_full,Tại ngày 1 tháng 1 năm 2022,Địa chỉ,% quyền biểu quyết,% sở hữu,Giá gốc VND,Dự phòng giám giá VND,Giá trị hợp lý VND,numeric__Địa chỉ,numeric__% quyền biểu quyết,numeric__% sở hữu,numeric__Giá gốc VND,numeric__Dự phòng giám giá VND,numeric__Giá trị hợp lý VND
Đầu tư góp vốn vào:Công ty con,Đầu tư góp vốn vào:Công ty con,Đầu tư góp vốn vào:Công ty con,Đầu tư góp vốn vào:Công ty con,Đầu tư góp vốn vào:Công ty con,Đầu tư góp vốn vào:Công ty con,Đầu tư góp vốn vào:Công ty con,Đầu tư góp vốn vào:Công ty con,Đầu tư góp vốn vào:Công ty con,,,,,,
▪ Mseafood Corporation,Đầu tư góp vốn vào:Công ty con > ▪ Mseafood Corporation,▪ Mseafood Corporation,"Tiểu bang California, Hoa Kỳ","90,0%","90,0%",323.162.400.000,-,(iv),,0.9,0.9,323162400000.0,,
▪ Công ty Cổ phần Thủy sản Minh Phú Hậu Giang,Đầu tư góp vốn vào:Công ty con > ▪ Công ty Cổ phần Thủy sản Minh Phú Hậu Giang,▪ Công ty Cổ phần Thủy sản Minh Phú Hậu Giang,"Tỉnh Hậu Giang, Việt Nam","98,27%","98,27%",1.587.861.174.231,-,(iv),,0.9826999999999999,0.9826999999999999,1587861174231.0,,
▪ Công ty TNHH Chế biến Thủy sản Minh Quí (i),Đầu tư góp vốn vào:Công ty con > ▪ Công ty TNHH Chế biến Thủy sản Minh Quí (i),▪ Công ty TNHH Chế biến Thủy sản Minh Quí (i),"Tỉnh Cà Mau, Việt Nam","97,5%","97,5%",195.000.000.000,-,(iv),,0.975,0.975,195000000000.0,,
▪ Công ty TNHH Chế biến Thủy sản Minh Phát (i),Đầu tư góp vốn vào:Công ty con > ▪ Công ty TNHH Chế biến Thủy sản Minh Phát (i),▪ Công ty TNHH Chế biến Thủy sản Minh Phát (i),"Tỉnh Cà Mau, Việt Nam","99,17%","99,17%",120.720.661.126,-,(iv),,0.9917,0.9917,120720661126.0,,
▪ Công ty TNHH Thủy hải sản Minh Phú – Kiên Giang (i),Đầu tư góp vốn vào:Công ty con > ▪ Công ty TNHH Thủy hải sản Minh Phú – Kiên Giang (i),▪ Công ty TNHH Thủy hải sản Minh Phú – Kiên Giang (i),"Tỉnh Kiên Giang, Việt Nam","99,89%","99,89%",827.150.043.801,(276.026.534.043),(iv),,0.9989,0.9989,827150043801.0,-276026534043.0,
▪ Công ty TNHH Sản xuất giống Thủy sản Minh Phú (i),Đầu tư góp vốn vào:Công ty con > ▪ Công ty TNHH Sản xuất giống Thủy sản Minh Phú (i),▪ Công ty TNHH Sản xuất giống Thủy sản Minh Phú (i),"Tỉnh Ninh Thuận, Việt Nam","99,78%","99,78%",153.764.155.460,(79.289.409.246),(iv),,0.9978,0.9978,153764155460.0,-79289409246.0,
▪ Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An (i),Đầu tư góp vốn vào:Công ty con > ▪ Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An (i),▪ Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An (i),"Tỉnh Bà Rịa – Vũng Tàu, Việt Nam","100,0%","100,0%",720.000.000.000,(300.849.585.679),(iv),,1.0,1.0,720000000000.0,-300849585679.0,
▪ Công ty TNHH Sản xuất Chế phẩm Sinh học Minh Phú (i) (ii),Đầu tư góp vốn vào:Công ty con > ▪ Công ty TNHH Sản xuất Chế phẩm Sinh học Minh Phú (i) (ii),▪ Công ty TNHH Sản xuất Chế phẩm Sinh học Minh Phú (i) (ii),"Tỉnh Cà Mau, Việt Nam","92,27%","92,27%",6.360.000.000,(1.450.637.264),(iv),,0.9227,0.9227,6360000000.0,-1450637264.0,
▪ Công ty TNHH MTV Chuỗi cung ứng Thủy sản Minh Phú,Đầu tư góp vốn vào:Công ty con > ▪ Công ty TNHH MTV Chuỗi cung ứng Thủy sản Minh Phú,▪ Công ty TNHH MTV Chuỗi cung ứng Thủy sản Minh Phú,"Tỉnh Hậu Giang, Việt Nam","100,0%","100,0%",20.000.000.000,-,(iv),,1.0,1.0,20000000000.0,,
