row_label_raw,row_label_full,Bán thành phẩm,42.333.323.496,22.974.205.843,numeric__42.333.323.496,numeric__22.974.205.843
Hàng bán bị trả lại,Hàng bán bị trả lại,Hàng bán bị trả lại,344.690.000,-,344690000.0,
Mua dịch vụ,Mua dịch vụ,Mua dịch vụ,797.637.466,9.476.500,797637466.0,9476500.0
Tiền thu từ thanh lý tài sản cố định hữu hình,Tiền thu từ thanh lý tài sản cố định hữu hình,Tiền thu từ thanh lý tài sản cố định hữu hình,200.000.000,-,200000000.0,
Góp vốn,Góp vốn,Góp vốn,31.041.336.119,-,31041336119.0,
Các chỉ phí khác,Các chỉ phí khác,Các chỉ phí khác,18.919.145,-,18919145.0,
