row_label_raw,row_label_full,col_0,Nhà cửa VND,Máy móc và thiết bị VND,Phương tiện vận chuyển VND,Thiết bị văn phòng VND,Tổng VND,numeric__Nhà cửa VND,numeric__Máy móc và thiết bị VND,numeric__Phương tiện vận chuyển VND,numeric__Thiết bị văn phòng VND,numeric__Tổng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,120.477.182.185,295.871.028.551,92.256.191.358,19.357.772.781,527.962.174.875,120477182185.0,295871028551.0,92256191358.0,19357772781.0,527962174875.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,7.861.651.884,22.222.029.685,3.255.184.978,711.702.909,34.050.569.456,7861651884.0,22222029685.0,3255184978.0,711702909.0,34050569456.0
Chuyển từ xây dựng cơ bản dở dang,Nguyên giá > Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,43.362.970.939,500.000.000,654.545.455,-,44.517.516.394,43362970939.0,500000000.0,654545455.0,,44517516394.0
Chuyển từ chi phí trả trước dài hạn,Nguyên giá > Chuyển từ chi phí trả trước dài hạn,Chuyển từ chi phí trả trước dài hạn,2.774.922.728,-,-,-,2.774.922.728,2774922728.0,,,,2774922728.0
Thanh lý,Nguyên giá > Thanh lý,Thanh lý,-,(1.070.162.400),(5.560.672.171),-,(6.630.834.571),,-1070162400.0,-5560672171.0,,-6630834571.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,174.476.727.736,317.522.895.836,90.605.249.620,20.069.475.690,602.674.348.882,174476727736.0,317522895836.0,90605249620.0,20069475690.0,602674348882.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,85.651.736.041,214.080.385.510,42.704.496.314,13.215.826.451,355.652.444.316,85651736041.0,214080385510.0,42704496314.0,13215826451.0,355652444316.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,6.224.681.235,17.016.971.720,7.935.374.656,1.389.053.118,32.566.080.729,6224681235.0,17016971720.0,7935374656.0,1389053118.0,32566080729.0
Thanh lý,Giá trị hao mòn lũy kế > Thanh lý,Thanh lý,-,(1.058.443.650),(5.387.017.778),-,(6.445.461.428),,-1058443650.0,-5387017778.0,,-6445461428.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,91.876.417.276,230.038.913.580,45.252.853.192,14.604.879.569,381.773.063.617,91876417276.0,230038913580.0,45252853192.0,14604879569.0,381773063617.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,34.825.446.144,81.790.643.041,49.551.695.044,6.141.946.330,172.309.730.559,34825446144.0,81790643041.0,49551695044.0,6141946330.0,172309730559.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,82.600.310.460,87.483.982.256,45.352.396.428,5.464.596.121,220.901.285.265,82600310460.0,87483982256.0,45352396428.0,5464596121.0,220901285265.0
